"","Cruise","Event","Net","Date","Year","ID","Species.Code","Item","Stomach","Prey","Count","Total.Mass.(g)","Prey.Mass.(g)","Prey.Type","Standard.length.(mm)","Period","Comments","a_discovery","b_discovery","weight_discovery_g","log10_PPMR_discovery","Lat","Lon","coordinate.source","SST","temp_depth","CHL","ID_unique","fish_mass_log10","location_group"
"2913","JR161",136,1,"2006-11-09",2006,94,"ELN",1,NA,"Euphausia spp",1,0.01,0.01,NA,57,"Night","very digested",3.72072876694056e-06,3.27156788257353,2.06581675593857,2.31509179568593,-59.5633,-44.26847,"cruise report",-1.54875940158963,0.553062551468611,0.283463891347249,"JR161_136_ELN_94",0.31509179568593,4
"2914","JR161",114,1,"2006-11-06",2006,14,"ELN",2,NA,"Euphausiid indet",1,0.028,0.028,NA,78,"Day","ID not possible",3.72072876694056e-06,3.27156788257353,5.76426508790454,2.31358591366005,-60.45309,-44.43474,"cruise report",-1.86832481771708,0.246217250078917,0.195933572699626,"JR161_114_ELN_14",0.760743945002274,3
"2915","JR161",253,1,"2006-11-25",2006,1,"ELC",3,NA,"Euphausia frigida",2,0.06,0.03,NA,77,"Night",NA,2.08954170668022e-05,2.89949478388469,6.1648293805574,2.31279980672988,-53.03058,-40.51789,"cruise report",1.38421584516764,1.39444564953446,0.357628992199898,"JR161_253_ELC_1",0.789921061449543,7
"2916","JR161",142,1,"2006-11-09",2006,84,"GYR",1,NA,"Thysanoessa spp",1,0.021,0.021,NA,83,"Day","remains only",4.57573141795611e-06,3.11108279890465,4.27436266378412,2.30865207292995,-59.66625,-44.05962,"cruise report",-1.60779440626502,0.443049428611994,0.290650137265523,"JR161_142_GYR_84",0.630871367663866,4
"2917","JR161",267,1,"2006-11-26",2006,27,"ELN",1,NA,"Euphausia superba",1,0.035,0.035,NA,83,"Day","crustacean remains, probably Euphausid - most likely E.superba",3.72072876694056e-06,3.27156788257353,7.06353763114307,2.30495421886714,-52.8061,-40.00328,"cruise report",1.53429366722703,1.33252969756722,0.326310115059217,"JR161_267_ELN_27",0.849022263217417,7
"2918","JR161",136,1,"2006-11-09",2006,5,"GYR",1,NA,"Euphausia superba",1,0.062,0.062,NA,117,"Night",NA,4.57573141795611e-06,3.11108279890465,12.4382128411494,2.30236629463593,-59.5633,-44.26847,"cruise report",-1.54875940158963,0.553062551468611,0.283463891347249,"JR161_136_GYR_5",1.09475798413419,4
"2919","JR161",273,2,"2006-11-28",2006,11,"LAC",2,NA,"Rhincalanus gigas",1,0.008,0.008,NA,133,"Night",NA,8.14e-06,2.49,1.58130262144211,2.2959250039053,-49.96331,-37.96272,"cruise report",3.48906523436308,2.09224526435137,0.296024832626184,"JR161_273_LAC_11",0.199014990897245,8
"2921","JR161",283,2,"2006-11-28",2006,48,"KRA",3,NA,"Calanus simillimus",14,0.051,0.00364285714285714,NA,42,"Day",NA,9.04580928796673e-06,3.01806749596662,0.717006922226459,2.29408120809363,-49.99484,-37.98122,"cruise report",3.3937009960413,2.07903685346246,0.319176879525185,"JR161_283_KRA_48",-0.144476651486675,8
"2922","JR161",56,2,"2006-10-30",2006,106,"PRM",1,NA,"Rhincalanus gigas",5,0.022,0.0044,NA,41,"Night",NA,1.9799489503369e-05,2.87584615102016,0.860542333032277,2.29131956313974,-57.76618,-50.54229,"cruise report",-0.839826634526253,1.56705833896995,0.167751779655615,"JR161_56_PRM_106",-0.0652277603740711,1
"2923","JR161",267,2,"2006-11-26",2006,90,"LAC",1,NA,"Rhincalanus gigas",1,0.007,0.007,NA,125,"Day",NA,8.14e-06,2.49,1.35497205151792,2.28683229726501,-52.8061,-40.00328,"cruise report",1.53429366722703,1.33252969756722,0.326310115059217,"JR161_267_LAC_90",0.131930337279262,7
