"","Taxa","Group","Cruise","Event","Date","Net.number","D.N","Open.time","Close.Time","Open.depth","Close.depth","depth.covered","distance.travelled..km.","volume.filtered.in.m3..assuming.mouth.of.25m2.","X","mass..g.","N","Dry.mass....wet.mass.","mean.Individual.wet.mass..g.","mean.individual.dry.mass..g.","total.wet.mass..g.m.3.","total.dry.mass..g.","total.dry.mass..g.m.3.","total.density..ind.m.3.","total.density..ind.m.2.","Lat","Lon"
"109","Calycopsis borgrevichi","Jelly","JR161",73,"01/11/2006",2,"N","04:04","04:40",702.02,403.5,298.52,3.24,81000,NA,32,12,4.66,2.666666667,0.124266667,0.000395062,1.4912,1.84e-05,0.000148148,0.044225185,-60.53885,-48.7458
"110","Electrona antarctica","Fish","JR161",73,"01/11/2006",2,"N","04:04","04:40",702.02,403.5,298.52,3.24,81000,NA,68,13,30.9,5.230769231,1.616307692,0.000839506,21.012,0.000259407,0.000160494,0.047910617,-60.53885,-48.7458
"111","Atolla wyvillei","Jelly","JR161",73,"01/11/2006",2,"N","04:04","04:40",702.02,403.5,298.52,3.24,81000,NA,485,14,4.92,34.64285714,1.704428571,0.005987654,23.862,0.000294593,0.00017284,0.051596049,-60.53885,-48.7458
"112","Gymnoscopelus opisthopterus","Fish","JR161",73,"01/11/2006",2,"N","04:04","04:40",702.02,403.5,298.52,3.24,81000,NA,24,2,19.9,12,2.388,0.000296296,4.776,5.9e-05,2.47e-05,0.007370864,-60.53885,-48.7458
"113","Bathylagus sp.","Fish","JR161",73,"01/11/2006",2,"N","04:04","04:40",702.02,403.5,298.52,3.24,81000,NA,550,24,13.53333333,22.91666667,3.101388889,0.006790123,74.43333333,0.00091893,0.000296296,0.08845037,-60.53885,-48.7458
"114","Paradiplospinus gracilis","Fish","JR161",73,"01/11/2006",2,"N","04:04","04:40",702.02,403.5,298.52,3.24,81000,NA,57,1,30.9,57,17.613,0.000703704,17.613,0.000217444,1.23e-05,0.003685432,-60.53885,-48.7458
"115","Periphylla periphylla","Jelly","JR161",73,"01/11/2006",2,"N","04:04","04:40",702.02,403.5,298.52,3.24,81000,NA,699,1,4.5,699,31.455,0.00862963,31.455,0.000388333,1.23e-05,0.003685432,-60.53885,-48.7458
"116","Stygiomedusa gigantea","Jelly","JR161",73,"01/11/2006",2,"N","04:04","04:40",702.02,403.5,298.52,3.24,81000,NA,19322,2,4.5,9661,434.745,0.23854321,869.49,0.010734444,2.47e-05,0.007370864,-60.53885,-48.7458
"117","Sagitta maxima","Chaet","JR161",84,"02/11/2006",1,"N","01:43","02:19",403,200,203,3.05,76250,NA,0.5,8,13,0.0625,0.008125,6.56e-06,0.065,8.52e-07,0.000104918,0.021298361,-60.55322,-48.9308
"118","Diphyes sp. 2","Jelly","JR161",84,"02/11/2006",1,"N","01:43","02:19",403,200,203,3.05,76250,NA,4,15,4.56,0.266666667,0.01216,5.25e-05,0.1824,2.39e-06,0.000196721,0.039934426,-60.55322,-48.9308
"119","Cyllopus sp.","Amphipod","JR161",84,"02/11/2006",1,"N","01:43","02:19",403,200,203,3.05,76250,NA,0.5,5,23.86,0.1,0.02386,6.56e-06,0.1193,1.56e-06,6.56e-05,0.013311475,-60.55322,-48.9308
"120","Thysanoessa sp.","Euphausiid","JR161",84,"02/11/2006",1,"N","01:43","02:19",403,200,203,3.05,76250,NA,8,66,25,0.121212121,0.03030303,0.000104918,2,2.62e-05,0.000865574,0.175711475,-60.55322,-48.9308
"121","Diphyes sp. 1","Jelly","JR161",84,"02/11/2006",1,"N","01:43","02:19",403,200,203,3.05,76250,NA,29,36,4.56,0.805555556,0.036733333,0.000380328,1.3224,1.73e-05,0.000472131,0.095842623,-60.55322,-48.9308
"122","Primno macropa","Amphipod","JR161",84,"02/11/2006",1,"N","01:43","02:19",403,200,203,3.05,76250,NA,0.5,2,23.86,0.25,0.05965,6.56e-06,0.1193,1.56e-06,2.62e-05,0.00532459,-60.55322,-48.9308
"123","Abyssorchomene rossi","amphipod","JR161",84,"02/11/2006",1,"N","01:43","02:19",403,200,203,3.05,76250,NA,0.5,2,26.7,0.25,0.06675,6.56e-06,0.1335,1.75e-06,2.62e-05,0.00532459,-60.55322,-48.9308
"124","Calycopsis borgrevichi","Jelly","JR161",84,"02/11/2006",1,"N","01:43","02:19",403,200,203,3.05,76250,NA,39,27,4.66,1.444444444,0.067311111,0.000511475,1.8174,2.38e-05,0.000354098,0.071881967,-60.55322,-48.9308
"125","Tomopteris sp.","worm","JR161",84,"02/11/2006",1,"N","01:43","02:19",403,200,203,3.05,76250,NA,0.5,1,15.49,0.5,0.07745,6.56e-06,0.07745,1.02e-06,1.31e-05,0.002662295,-60.55322,-48.9308
"126","Cyphocaris richardi","Amphipod","JR161",84,"02/11/2006",1,"N","01:43","02:19",403,200,203,3.05,76250,NA,0.5,1,23.86,0.5,0.1193,6.56e-06,0.1193,1.56e-06,1.31e-05,0.002662295,-60.55322,-48.9308
"127","Hyperiella macronyx","Amphipod","JR161",84,"02/11/2006",1,"N","01:43","02:19",403,200,203,3.05,76250,NA,0.5,1,23.86,0.5,0.1193,6.56e-06,0.1193,1.56e-06,1.31e-05,0.002662295,-60.55322,-48.9308
"128","Euphausia superba","Euphausiid","JR161",84,"02/11/2006",1,"N","01:43","02:19",403,200,203,3.05,76250,NA,110.78,191,25,0.58,0.145,0.001452852,27.695,0.000363213,0.002504918,0.508498361,-60.55322,-48.9308
"129","Slosarczykovia circumantarctica","Squid","JR161",84,"02/11/2006",1,"N","01:43","02:19",403,200,203,3.05,76250,NA,4,2,14.79,2,0.2958,5.25e-05,0.5916,7.76e-06,2.62e-05,0.00532459,-60.55322,-48.9308
"130","Periphylla periphylla","Jelly","JR161",84,"02/11/2006",1,"N","01:43","02:19",403,200,203,3.05,76250,NA,36,1,4.5,36,1.62,0.000472131,1.62,2.12e-05,1.31e-05,0.002662295,-60.55322,-48.9308
"131","Atolla wyvillei","Jelly","JR161",84,"02/11/2006",1,"N","01:43","02:19",403,200,203,3.05,76250,NA,33,1,4.92,33,1.6236,0.000432787,1.6236,2.13e-05,1.31e-05,0.002662295,-60.55322,-48.9308
"132","Electrona antarctica","Fish","JR161",84,"02/11/2006",1,"N","01:43","02:19",403,200,203,3.05,76250,NA,460,56,30.9,8.214285714,2.538214286,0.006032787,142.14,0.001864131,0.000734426,0.149088525,-60.55322,-48.9308
"133","Gymnoscopelus braueri","Fish","JR161",84,"02/11/2006",1,"N","01:43","02:19",403,200,203,3.05,76250,NA,146,11,34,13.27272727,4.512727273,0.001914754,49.64,0.000651016,0.000144262,0.029285246,-60.55322,-48.9308
"134","Gymnoscopelus nicholsi","Fish","JR161",84,"02/11/2006",1,"N","01:43","02:19",403,200,203,3.05,76250,NA,43,1,40.4,43,17.372,0.000563934,17.372,0.00022783,1.31e-05,0.002662295,-60.55322,-48.9308
"135","Thysanoessa sp.","Euphausiid","JR161",84,"02/11/2006",2,"N","02:19","02:55",200,19.6,180.4,3.14,78500,NA,1,18,25,0.055555556,0.013888889,1.27e-05,0.25,3.18e-06,0.000229299,0.041365605,-60.55322,-48.9308
"136","Diphyes sp. 2","Jelly","JR161",84,"02/11/2006",2,"N","02:19","02:55",200,19.6,180.4,3.14,78500,NA,13,40,4.56,0.325,0.01482,0.000165605,0.5928,7.55e-06,0.000509554,0.091923567,-60.55322,-48.9308
"137","Euphausia superba","Euphausiid","JR161",84,"02/11/2006",2,"N","02:19","02:55",200,19.6,180.4,3.14,78500,NA,7,116,25,0.060344828,0.015086207,8.92e-05,1.75,2.23e-05,0.001477707,0.266578344,-60.55322,-48.9308
"138","Calycopsis borgrevichi","Jelly","JR161",84,"02/11/2006",2,"N","02:19","02:55",200,19.6,180.4,3.14,78500,NA,0.5,1,4.66,0.5,0.0233,6.37e-06,0.0233,2.97e-07,1.27e-05,0.002298089,-60.55322,-48.9308
"139","Salpa thompsoni","Jelly","JR161",84,"02/11/2006",2,"N","02:19","02:55",200,19.6,180.4,3.14,78500,NA,0.5,1,4.71,0.5,0.02355,6.37e-06,0.02355,3e-07,1.27e-05,0.002298089,-60.55322,-48.9308
"140","Diphyes sp. 1","Jelly","JR161",84,"02/11/2006",2,"N","02:19","02:55",200,19.6,180.4,3.14,78500,NA,66,101,4.56,0.653465347,0.02979802,0.000840764,3.0096,3.83e-05,0.001286624,0.232107006,-60.55322,-48.9308
"141","Pteropoda indet.","Pteropod","JR161",84,"02/11/2006",2,"N","02:19","02:55",200,19.6,180.4,3.14,78500,NA,0.5,5,33,0.1,0.033,6.37e-06,0.165,2.1e-06,6.37e-05,0.011490446,-60.55322,-48.9308
"142","Cyllopus sp.","Amphipod","JR161",84,"02/11/2006",2,"N","02:19","02:55",200,19.6,180.4,3.14,78500,NA,2,12,23.86,0.166666667,0.039766667,2.55e-05,0.4772,6.08e-06,0.000152866,0.02757707,-60.55322,-48.9308
"143","Decapod larvae Type 1","Deca","JR161",84,"02/11/2006",2,"N","02:19","02:55",200,19.6,180.4,3.14,78500,NA,0.5,1,13,0.5,0.065,6.37e-06,0.065,8.28e-07,1.27e-05,0.002298089,-60.55322,-48.9308
"144","Abyssorchomene rossi","amphipod","JR161",84,"02/11/2006",2,"N","02:19","02:55",200,19.6,180.4,3.14,78500,NA,1,2,26.7,0.5,0.1335,1.27e-05,0.267,3.4e-06,2.55e-05,0.004596178,-60.55322,-48.9308
"145","Sagitta maxima","Chaet","JR161",84,"02/11/2006",2,"N","02:19","02:55",200,19.6,180.4,3.14,78500,NA,10,9,13,1.111111111,0.144444444,0.000127389,1.3,1.66e-05,0.00011465,0.020682803,-60.55322,-48.9308
"146","Hyperia crassa","Amphipod","JR161",84,"02/11/2006",2,"N","02:19","02:55",200,19.6,180.4,3.14,78500,NA,1,1,23.86,1,0.2386,1.27e-05,0.2386,3.04e-06,1.27e-05,0.002298089,-60.55322,-48.9308
"147","Electrona antarctica","Fish","JR161",84,"02/11/2006",2,"N","02:19","02:55",200,19.6,180.4,3.14,78500,NA,182,22,30.9,8.272727273,2.556272727,0.002318471,56.238,0.000716408,0.000280255,0.050557962,-60.55322,-48.9308
"148","Periphylla periphylla","Jelly","JR161",84,"02/11/2006",2,"N","02:19","02:55",200,19.6,180.4,3.14,78500,NA,1315,1,4.5,1315,59.175,0.016751592,59.175,0.000753822,1.27e-05,0.002298089,-60.55322,-48.9308
"149","Euphausia superba","Euphausiid","JR161",106,"06/11/2006",1,"N","01:49","02:24",403,202,201,3.52,88000,NA,51,714,25,0.071428571,0.017857143,0.000579545,12.75,0.000144886,0.008113636,1.630840909,-60.49864,-44.6488
"150","Diphyes sp. 2","Jelly","JR161",106,"06/11/2006",1,"N","01:49","02:24",403,202,201,3.52,88000,NA,20,50,4.56,0.4,0.01824,0.000227273,0.912,1.04e-05,0.000568182,0.114204545,-60.49864,-44.6488
"151","Hydromedusae indet.","Jelly","JR161",106,"06/11/2006",1,"N","01:49","02:24",403,202,201,3.52,88000,NA,0.5,1,4.5,0.5,0.0225,5.68e-06,0.0225,2.56e-07,1.14e-05,0.002284091,-60.49864,-44.6488
"152","Primno macropa","Amphipod","JR161",106,"06/11/2006",1,"N","01:49","02:24",403,202,201,3.52,88000,NA,3,24,23.86,0.125,0.029825,3.41e-05,0.7158,8.13e-06,0.000272727,0.054818182,-60.49864,-44.6488
"153","Diphyes sp. 1","Jelly","JR161",106,"06/11/2006",1,"N","01:49","02:24",403,202,201,3.52,88000,NA,103,157,4.56,0.656050955,0.029915924,0.001170455,4.6968,5.34e-05,0.001784091,0.358602273,-60.49864,-44.6488
"154","Thysanoessa sp.","Euphausiid","JR161",106,"06/11/2006",1,"N","01:49","02:24",403,202,201,3.52,88000,NA,123,984,25,0.125,0.03125,0.001397727,30.75,0.000349432,0.011181818,2.247545455,-60.49864,-44.6488
"155","Themisto gaudichaudii","Amphipod","JR161",106,"06/11/2006",1,"N","01:49","02:24",403,202,201,3.52,88000,NA,2,15,23.86,0.133333333,0.031813333,2.27e-05,0.4772,5.42e-06,0.000170455,0.034261364,-60.49864,-44.6488
"156","Cranchiidae indet.","Squid","JR161",106,"06/11/2006",1,"N","01:49","02:24",403,202,201,3.52,88000,NA,2,4,14.79,0.5,0.07395,2.27e-05,0.2958,3.36e-06,4.55e-05,0.009136364,-60.49864,-44.6488
"157","Chaetognaths indet.","Chaet","JR161",106,"06/11/2006",1,"N","01:49","02:24",403,202,201,3.52,88000,NA,7,8,13,0.875,0.11375,7.95e-05,0.91,1.03e-05,9.09e-05,0.018272727,-60.49864,-44.6488
"158","Hyperiella macronyx","Amphipod","JR161",106,"06/11/2006",1,"N","01:49","02:24",403,202,201,3.52,88000,NA,0.5,1,23.86,0.5,0.1193,5.68e-06,0.1193,1.36e-06,1.14e-05,0.002284091,-60.49864,-44.6488
"159","Fish larvae indet.","Fish","JR161",106,"06/11/2006",1,"N","01:49","02:24",403,202,201,3.52,88000,NA,0.5,1,26.7,0.5,0.1335,5.68e-06,0.1335,1.52e-06,1.14e-05,0.002284091,-60.49864,-44.6488
"160","Calycopsis borgrevichi","Jelly","JR161",106,"06/11/2006",1,"N","01:49","02:24",403,202,201,3.52,88000,NA,53,17,4.66,3.117647059,0.145282353,0.000602273,2.4698,2.81e-05,0.000193182,0.038829545,-60.49864,-44.6488
"161","Vanadis sp.","worm","JR161",106,"06/11/2006",1,"N","01:49","02:24",403,202,201,3.52,88000,NA,1,1,15.49,1,0.1549,1.14e-05,0.1549,1.76e-06,1.14e-05,0.002284091,-60.49864,-44.6488
"162","Electrona antarctica","Fish","JR161",106,"06/11/2006",1,"N","01:49","02:24",403,202,201,3.52,88000,NA,61,7,30.9,8.714285714,2.692714286,0.000693182,18.849,0.000214193,7.95e-05,0.015988636,-60.49864,-44.6488
"163","Gymnoscopelus nicholsi","Fish","JR161",106,"06/11/2006",1,"N","01:49","02:24",403,202,201,3.52,88000,NA,48,1,40.4,48,19.392,0.000545455,19.392,0.000220364,1.14e-05,0.002284091,-60.49864,-44.6488
"164","Stygiomedusa gigantea","Jelly","JR161",106,"06/11/2006",1,"N","01:49","02:24",403,202,201,3.52,88000,NA,4800,1,4.5,4800,216,0.054545455,216,0.002454545,1.14e-05,0.002284091,-60.49864,-44.6488
"165","Diphyes sp. 2","Jelly","JR161",106,"06/11/2006",2,"N","02:24","03:00",202,12,190,3.62,90500,NA,7,20,4.56,0.35,0.01596,7.73e-05,0.3192,3.53e-06,0.000220994,0.04198895,-60.49864,-44.6488
"166","Thysanoessa sp.","Euphausiid","JR161",106,"06/11/2006",2,"N","02:24","03:00",202,12,190,3.62,90500,NA,9,90,25,0.1,0.025,9.94e-05,2.25,2.49e-05,0.000994475,0.188950276,-60.49864,-44.6488
"167","Themisto gaudichaudii","Amphipod","JR161",106,"06/11/2006",2,"N","02:24","03:00",202,12,190,3.62,90500,NA,2,18,23.86,0.111111111,0.026511111,2.21e-05,0.4772,5.27e-06,0.000198895,0.037790055,-60.49864,-44.6488
"168","Diphyes sp. 1","Jelly","JR161",106,"06/11/2006",2,"N","02:24","03:00",202,12,190,3.62,90500,NA,50,71,4.56,0.704225352,0.032112676,0.000552486,2.28,2.52e-05,0.00078453,0.149060773,-60.49864,-44.6488
"169","Cyllopus sp.","Amphipod","JR161",106,"06/11/2006",2,"N","02:24","03:00",202,12,190,3.62,90500,NA,2,10,23.86,0.2,0.04772,2.21e-05,0.4772,5.27e-06,0.000110497,0.020994475,-60.49864,-44.6488
"170","Amphipod sp.","Amphipod","JR161",106,"06/11/2006",2,"N","02:24","03:00",202,12,190,3.62,90500,NA,0.5,2,23.86,0.25,0.05965,5.52e-06,0.1193,1.32e-06,2.21e-05,0.004198895,-60.49864,-44.6488
"171","Euphausia superba","Euphausiid","JR161",106,"06/11/2006",2,"N","02:24","03:00",202,12,190,3.62,90500,NA,99,339,25,0.292035398,0.07300885,0.001093923,24.75,0.000273481,0.003745856,0.711712707,-60.49864,-44.6488
"172","Amphipod ""N""","Amphipod","JR161",106,"06/11/2006",2,"N","02:24","03:00",202,12,190,3.62,90500,NA,0.5,1,23.86,0.5,0.1193,5.52e-06,0.1193,1.32e-06,1.1e-05,0.002099448,-60.49864,-44.6488
"173","Hyperia crassa","Amphipod","JR161",106,"06/11/2006",2,"N","02:24","03:00",202,12,190,3.62,90500,NA,0.5,1,23.86,0.5,0.1193,5.52e-06,0.1193,1.32e-06,1.1e-05,0.002099448,-60.49864,-44.6488
"174","Hyperiella macronyx","Amphipod","JR161",106,"06/11/2006",2,"N","02:24","03:00",202,12,190,3.62,90500,NA,0.5,1,23.86,0.5,0.1193,5.52e-06,0.1193,1.32e-06,1.1e-05,0.002099448,-60.49864,-44.6488
"175","Hyperoche capucinus","Amphipod","JR161",106,"06/11/2006",2,"N","02:24","03:00",202,12,190,3.62,90500,NA,0.5,1,23.86,0.5,0.1193,5.52e-06,0.1193,1.32e-06,1.1e-05,0.002099448,-60.49864,-44.6488
"176","Hyperoche leutkenides","Amphipod","JR161",106,"06/11/2006",2,"N","02:24","03:00",202,12,190,3.62,90500,NA,0.5,1,23.86,0.5,0.1193,5.52e-06,0.1193,1.32e-06,1.1e-05,0.002099448,-60.49864,-44.6488
"177","Electrona antarctica","Fish","JR161",106,"06/11/2006",2,"N","02:24","03:00",202,12,190,3.62,90500,NA,20,4,30.9,5,1.545,0.000220994,6.18,6.83e-05,4.42e-05,0.00839779,-60.49864,-44.6488
"178","Diphyes sp. 2","Jelly","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,0.5,4,4.56,0.125,0.0057,7.17e-06,0.0228,3.27e-07,5.73e-05,0.008532186,-60.44744,-44.3055
"179","Diphyes sp. 1","Jelly","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,2,6,4.56,0.333333333,0.0152,2.87e-05,0.0912,1.31e-06,8.6e-05,0.01279828,-60.44744,-44.3055
"180","Calycopsis borgrevichi","Jelly","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,1,2,4.66,0.5,0.0233,1.43e-05,0.0466,6.68e-07,2.87e-05,0.004266093,-60.44744,-44.3055
"181","Thysanoessa sp.","Euphausiid","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,4,35,25,0.114285714,0.028571429,5.73e-05,1,1.43e-05,0.000501792,0.074656631,-60.44744,-44.3055
"182","Themisto gaudichaudii","Amphipod","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,2,16,23.86,0.125,0.029825,2.87e-05,0.4772,6.84e-06,0.000229391,0.034128746,-60.44744,-44.3055
"183","Euphausia superba","Euphausiid","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,19,142,25,0.133802817,0.033450704,0.000272401,4.75,6.81e-05,0.002035842,0.302892616,-60.44744,-44.3055
"184","Primno macropa","Amphipod","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,0.5,3,23.86,0.166666667,0.039766667,7.17e-06,0.1193,1.71e-06,4.3e-05,0.00639914,-60.44744,-44.3055
"185","Paralepididae","Fish","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,0.5,3,26.7,0.166666667,0.0445,7.17e-06,0.1335,1.91e-06,4.3e-05,0.00639914,-60.44744,-44.3055
"186","Hydromedusae indet.","Jelly","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,2,2,4.5,1,0.045,2.87e-05,0.09,1.29e-06,2.87e-05,0.004266093,-60.44744,-44.3055
"187","Decapod larvae Type 1","Deca","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,0.5,1,13,0.5,0.065,7.17e-06,0.065,9.32e-07,1.43e-05,0.002133047,-60.44744,-44.3055
"188","Cyllopus sp.","Amphipod","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,0.5,1,23.86,0.5,0.1193,7.17e-06,0.1193,1.71e-06,1.43e-05,0.002133047,-60.44744,-44.3055
"189","Cyphocaris richardi","Amphipod","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,0.5,1,23.86,0.5,0.1193,7.17e-06,0.1193,1.71e-06,1.43e-05,0.002133047,-60.44744,-44.3055
"190","Cyphocaris sp. 1","Amphipod","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,0.5,1,23.86,0.5,0.1193,7.17e-06,0.1193,1.71e-06,1.43e-05,0.002133047,-60.44744,-44.3055
"191","Vibilia antarctica","Amphipod","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,0.5,1,23.86,0.5,0.1193,7.17e-06,0.1193,1.71e-06,1.43e-05,0.002133047,-60.44744,-44.3055
"192","Mysid sp. ""A""","Euphausiid","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,0.5,1,25,0.5,0.125,7.17e-06,0.125,1.79e-06,1.43e-05,0.002133047,-60.44744,-44.3055
"193","Chaetognaths indet.","Chaet","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,19,17,13,1.117647059,0.145294118,0.000272401,2.47,3.54e-05,0.000243728,0.036261792,-60.44744,-44.3055
"194","Medusae (flat, transparent)","Jelly","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,26,1,4.5,26,1.17,0.00037276,1.17,1.68e-05,1.43e-05,0.002133047,-60.44744,-44.3055
"195","Electrona antarctica","Fish","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,147,31,30.9,4.741935484,1.465258065,0.002107527,45.423,0.000651226,0.000444444,0.066124444,-60.44744,-44.3055
"196","Bathylagus sp.","Fish","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,235,20,13.53333333,11.75,1.590166667,0.003369176,31.80333333,0.000455962,0.000286738,0.042660932,-60.44744,-44.3055
"197","Sergia sp.","Deca","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,15,1,13,15,1.95,0.000215054,1.95,2.8e-05,1.43e-05,0.002133047,-60.44744,-44.3055
"198","Atolla wyvillei","Jelly","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,192,4,4.92,48,2.3616,0.002752688,9.4464,0.000135432,5.73e-05,0.008532186,-60.44744,-44.3055
"199","Gymnoscopelus opisthopterus","Fish","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,12,1,19.9,12,2.388,0.000172043,2.388,3.42e-05,1.43e-05,0.002133047,-60.44744,-44.3055
"200","Cranchiidae indet.","Squid","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,39,1,14.79,39,5.7681,0.00055914,5.7681,8.27e-05,1.43e-05,0.002133047,-60.44744,-44.3055
"201","Periphylla periphylla","Jelly","JR161",118,"07/11/2006",1,"N","00:52","01:23",851.68,702.9,148.78,2.79,69750,NA,358,1,4.5,358,16.11,0.005132616,16.11,0.000230968,1.43e-05,0.002133047,-60.44744,-44.3055
"202","Thysanoessa sp.","Euphausiid","JR161",118,"07/11/2006",2,"N","01:23","02:36",702.85,0,702.85,7.136,178400,NA,1,13,25,0.076923077,0.019230769,5.61e-06,0.25,1.4e-06,7.29e-05,0.051216648,-60.44744,-44.3055
"203","Diphyes sp. 1","Jelly","JR161",118,"07/11/2006",2,"N","01:23","02:36",702.85,0,702.85,7.136,178400,NA,0.5,1,4.56,0.5,0.0228,2.8e-06,0.0228,1.28e-07,5.61e-06,0.003939742,-60.44744,-44.3055
"204","Primno macropa","Amphipod","JR161",118,"07/11/2006",2,"N","01:23","02:36",702.85,0,702.85,7.136,178400,NA,0.5,3,23.86,0.166666667,0.039766667,2.8e-06,0.1193,6.69e-07,1.68e-05,0.011819226,-60.44744,-44.3055
"205","Chaetognaths indet.","Chaet","JR161",118,"07/11/2006",2,"N","01:23","02:36",702.85,0,702.85,7.136,178400,NA,6,19,13,0.315789474,0.041052632,3.36e-05,0.78,4.37e-06,0.000106502,0.074855101,-60.44744,-44.3055
"206","Euphausia superba","Euphausiid","JR161",118,"07/11/2006",2,"N","01:23","02:36",702.85,0,702.85,7.136,178400,NA,1,6,25,0.166666667,0.041666667,5.61e-06,0.25,1.4e-06,3.36e-05,0.023638453,-60.44744,-44.3055
"207","Paralepididae","Fish","JR161",118,"07/11/2006",2,"N","01:23","02:36",702.85,0,702.85,7.136,178400,NA,0.5,2,26.7,0.25,0.06675,2.8e-06,0.1335,7.48e-07,1.12e-05,0.007879484,-60.44744,-44.3055
"208","Cyphocaris sp. 1","Amphipod","JR161",118,"07/11/2006",2,"N","01:23","02:36",702.85,0,702.85,7.136,178400,NA,1,3,23.86,0.333333333,0.079533333,5.61e-06,0.2386,1.34e-06,1.68e-05,0.011819226,-60.44744,-44.3055
"209","Cyphocaris richardi","Amphipod","JR161",118,"07/11/2006",2,"N","01:23","02:36",702.85,0,702.85,7.136,178400,NA,2,4,23.86,0.5,0.1193,1.12e-05,0.4772,2.67e-06,2.24e-05,0.015758969,-60.44744,-44.3055
"210","Calycopsis borgrevichi","Jelly","JR161",118,"07/11/2006",2,"N","01:23","02:36",702.85,0,702.85,7.136,178400,NA,71,26,4.66,2.730769231,0.127253846,0.000397982,3.3086,1.85e-05,0.00014574,0.102433296,-60.44744,-44.3055
"211","Protomyctophum bolini","Fish","JR161",118,"07/11/2006",2,"N","01:23","02:36",702.85,0,702.85,7.136,178400,NA,2,1,25.4,2,0.508,1.12e-05,0.508,2.85e-06,5.61e-06,0.003939742,-60.44744,-44.3055
"212","Periphylla periphylla","Jelly","JR161",118,"07/11/2006",2,"N","01:23","02:36",702.85,0,702.85,7.136,178400,NA,39,2,4.5,19.5,0.8775,0.00021861,1.755,9.84e-06,1.12e-05,0.007879484,-60.44744,-44.3055
"213","Sergia sp.","Deca","JR161",118,"07/11/2006",2,"N","01:23","02:36",702.85,0,702.85,7.136,178400,NA,7,1,13,7,0.91,3.92e-05,0.91,5.1e-06,5.61e-06,0.003939742,-60.44744,-44.3055
"214","Bathylagus sp.","Fish","JR161",118,"07/11/2006",2,"N","01:23","02:36",702.85,0,702.85,7.136,178400,NA,105,8,13.53333333,13.125,1.77625,0.000588565,14.21,7.97e-05,4.48e-05,0.031517937,-60.44744,-44.3055
"215","Electrona antarctica","Fish","JR161",118,"07/11/2006",2,"N","01:23","02:36",702.85,0,702.85,7.136,178400,NA,160,25,30.9,6.4,1.9776,0.000896861,49.44,0.00027713,0.000140135,0.098493554,-60.44744,-44.3055
"216","Atolla wyvillei","Jelly","JR161",118,"07/11/2006",2,"N","01:23","02:36",702.85,0,702.85,7.136,178400,NA,461,9,4.92,51.22222222,2.520133333,0.002584081,22.6812,0.000127137,5.04e-05,0.035457679,-60.44744,-44.3055
"217","Notolepis coatsi","Fish","JR161",118,"07/11/2006",2,"N","01:23","02:36",702.85,0,702.85,7.136,178400,NA,20,1,19.2,20,3.84,0.000112108,3.84,2.15e-05,5.61e-06,0.003939742,-60.44744,-44.3055
"218","Gymnoscopelus braueri","Fish","JR161",118,"07/11/2006",2,"N","01:23","02:36",702.85,0,702.85,7.136,178400,NA,75,6,34,12.5,4.25,0.000420404,25.5,0.000142937,3.36e-05,0.023638453,-60.44744,-44.3055
