"","Taxa","Group","Cruise","Event","Date","Net.number","D.N","Open.time","Close.Time","Open.depth","Close.depth","depth.covered","distance.travelled..km.","volume.filtered.in.m3..assuming.mouth.of.25m2.","X","mass..g.","N","Dry.mass....wet.mass.","mean.Individual.wet.mass..g.","mean.individual.dry.mass..g.","total.wet.mass..g.m.3.","total.dry.mass..g.","total.dry.mass..g.m.3.","total.density..ind.m.3.","total.density..ind.m.2.","Lat","Lon"
"110","Euphausia triacantha","Euphausiid","JR177",123,"13/01/2008",2,"N","00:17","01:05",709.6,400.1,309.5,4.39,109750,NA,0.5,1,25,0.5,0.125,4.56e-06,0.125,1.14e-06,9.11e-06,0.002820046,-60.2018,-44.3696
"111","Pasiphaea sp.","Deca","JR177",123,"13/01/2008",2,"N","00:17","01:05",709.6,400.1,309.5,4.39,109750,NA,6,2,13,3,0.39,5.47e-05,0.78,7.11e-06,1.82e-05,0.005640091,-60.2018,-44.3696
"112","Gigantocypris sp.","Ostracod","JR177",123,"13/01/2008",2,"N","00:17","01:05",709.6,400.1,309.5,4.39,109750,NA,4,2,24,2,0.48,3.64e-05,0.96,8.75e-06,1.82e-05,0.005640091,-60.2018,-44.3696
"113","Krefftichthys anderssoni","Fish","JR177",123,"13/01/2008",2,"N","00:17","01:05",709.6,400.1,309.5,4.39,109750,NA,3,1,26.7,3,0.801,2.73e-05,0.801,7.3e-06,9.11e-06,0.002820046,-60.2018,-44.3696
"114","Bathylagus antarcticus","Fish","JR177",123,"13/01/2008",2,"N","00:17","01:05",709.6,400.1,309.5,4.39,109750,NA,267,27,13.53333333,9.888888889,1.338296296,0.002432802,36.134,0.000329239,0.000246014,0.07614123,-60.2018,-44.3696
"115","Electrona antarctica","Fish","JR177",123,"13/01/2008",2,"N","00:17","01:05",709.6,400.1,309.5,4.39,109750,NA,705,126,30.9,5.595238095,1.728928571,0.00642369,217.845,0.00198492,0.001148064,0.35532574,-60.2018,-44.3696
"116","Atolla wyvillei","Jelly","JR177",123,"13/01/2008",2,"N","00:17","01:05",709.6,400.1,309.5,4.39,109750,NA,179,4,4.92,44.75,2.2017,0.001630979,8.8068,8.02e-05,3.64e-05,0.011280182,-60.2018,-44.3696
"117","Gymnoscopelus braueri","Fish","JR177",123,"13/01/2008",2,"N","00:17","01:05",709.6,400.1,309.5,4.39,109750,NA,138,21,34,6.571428571,2.234285714,0.001257403,46.92,0.000427517,0.000191344,0.059220957,-60.2018,-44.3696
"118","Stygiomedusa gigantea","Jelly","JR177",123,"13/01/2008",2,"N","00:17","01:05",709.6,400.1,309.5,4.39,109750,NA,7490,1,4.5,7490,337.05,0.068246014,337.05,0.003071071,9.11e-06,0.002820046,-60.2018,-44.3696
"119","Hydromedusae (clear)","Jelly","JR177",124,"13/01/2008",1,"N","02:31","03:11",406,194,212,3.18,79500,NA,0.5,1,4.5,0.5,0.0225,6.29e-06,0.0225,2.83e-07,1.26e-05,0.002666667,-60.1911,-44.6844
"120","Euphausia triacantha","Euphausiid","JR177",124,"13/01/2008",1,"N","02:31","03:11",406,194,212,3.18,79500,NA,0.5,5,25,0.1,0.025,6.29e-06,0.125,1.57e-06,6.29e-05,0.013333333,-60.1911,-44.6844
"121","Diphyes sp. 1","Jelly","JR177",124,"13/01/2008",1,"N","02:31","03:11",406,194,212,3.18,79500,NA,38,58,4.56,0.655172414,0.029875862,0.000477987,1.7328,2.18e-05,0.00072956,0.154666667,-60.1911,-44.6844
"122","Salpa thompsoni (colonial)","Jelly","JR177",124,"13/01/2008",1,"N","02:31","03:11",406,194,212,3.18,79500,NA,34,35,4.71,0.971428571,0.045754286,0.000427673,1.6014,2.01e-05,0.000440252,0.093333333,-60.1911,-44.6844
"123","Decapod larvae Type 1","Deca","JR177",124,"13/01/2008",1,"N","02:31","03:11",406,194,212,3.18,79500,NA,0.5,1,13,0.5,0.065,6.29e-06,0.065,8.18e-07,1.26e-05,0.002666667,-60.1911,-44.6844
"124","Galiteuthis glacialis","Squid","JR177",124,"13/01/2008",1,"N","02:31","03:11",406,194,212,3.18,79500,NA,0.5,1,14.79,0.5,0.07395,6.29e-06,0.07395,9.3e-07,1.26e-05,0.002666667,-60.1911,-44.6844
"125","Calycopsis borgrevichi","Jelly","JR177",124,"13/01/2008",1,"N","02:31","03:11",406,194,212,3.18,79500,NA,26,16,4.66,1.625,0.075725,0.000327044,1.2116,1.52e-05,0.000201258,0.042666667,-60.1911,-44.6844
"126","Cyphocaris richardi","Amphipod","JR177",124,"13/01/2008",1,"N","02:31","03:11",406,194,212,3.18,79500,NA,1,3,23.86,0.333333333,0.079533333,1.26e-05,0.2386,3e-06,3.77e-05,0.008,-60.1911,-44.6844
"127","Pegohyperia princeps","Amphipod","JR177",124,"13/01/2008",1,"N","02:31","03:11",406,194,212,3.18,79500,NA,0.5,1,23.86,0.5,0.1193,6.29e-06,0.1193,1.5e-06,1.26e-05,0.002666667,-60.1911,-44.6844
"128","Pteropoda indet.","Pteropod","JR177",124,"13/01/2008",1,"N","02:31","03:11",406,194,212,3.18,79500,NA,0.5,1,33,0.5,0.165,6.29e-06,0.165,2.08e-06,1.26e-05,0.002666667,-60.1911,-44.6844
"129","Euphausia superba","Euphausiid","JR177",124,"13/01/2008",1,"N","02:31","03:11",406,194,212,3.18,79500,NA,1666,2282,25,0.73006135,0.182515337,0.020955975,416.5,0.005238994,0.028704403,6.085333333,-60.1911,-44.6844
"130","Protomyctophum bolini","Fish","JR177",124,"13/01/2008",1,"N","02:31","03:11",406,194,212,3.18,79500,NA,5,5,25.4,1,0.254,6.29e-05,1.27,1.6e-05,6.29e-05,0.013333333,-60.1911,-44.6844
"131","Eurythenes obesus","Amphipod","JR177",124,"13/01/2008",1,"N","02:31","03:11",406,194,212,3.18,79500,NA,2,1,23.86,2,0.4772,2.52e-05,0.4772,6e-06,1.26e-05,0.002666667,-60.1911,-44.6844
"132","Cyclothone sp.","Fish","JR177",124,"13/01/2008",1,"N","02:31","03:11",406,194,212,3.18,79500,NA,2,1,33.05,2,0.661,2.52e-05,0.661,8.31e-06,1.26e-05,0.002666667,-60.1911,-44.6844
"133","Bathylagus antarcticus","Fish","JR177",124,"13/01/2008",1,"N","02:31","03:11",406,194,212,3.18,79500,NA,8,1,13.53333333,8,1.082666667,0.000100629,1.082666667,1.36e-05,1.26e-05,0.002666667,-60.1911,-44.6844
"134","Electrona antarctica","Fish","JR177",124,"13/01/2008",1,"N","02:31","03:11",406,194,212,3.18,79500,NA,153,31,30.9,4.935483871,1.525064516,0.001924528,47.277,0.000594679,0.000389937,0.082666667,-60.1911,-44.6844
"135","Atolla wyvillei","Jelly","JR177",124,"13/01/2008",1,"N","02:31","03:11",406,194,212,3.18,79500,NA,250,4,4.92,62.5,3.075,0.003144654,12.3,0.000154717,5.03e-05,0.010666667,-60.1911,-44.6844
"136","Gymnoscopelus braueri","Fish","JR177",124,"13/01/2008",1,"N","02:31","03:11",406,194,212,3.18,79500,NA,283,30,34,9.433333333,3.207333333,0.003559748,96.22,0.001210314,0.000377358,0.08,-60.1911,-44.6844
"137","Slosarczykovia circumantarctica","Squid","JR177",124,"13/01/2008",1,"N","02:31","03:11",406,194,212,3.18,79500,NA,29,1,14.79,29,4.2891,0.00036478,4.2891,5.4e-05,1.26e-05,0.002666667,-60.1911,-44.6844
"138","Paraphyllina ransoni","Jelly","JR177",124,"13/01/2008",1,"N","02:31","03:11",406,194,212,3.18,79500,NA,4300,3,4.5,1433.333333,64.5,0.05408805,193.5,0.002433962,3.77e-05,0.008,-60.1911,-44.6844
"139","Euphausia superba","Euphausiid","JR177",124,"13/01/2008",2,"N","03:12","03:52",207,8,199,3.46,86500,NA,312000,430000,25,0.725581395,0.181395349,3.606936416,78000,0.901734104,4.971098266,989.2485549,-60.1911,-44.6844
"140","Electrona antarctica","Fish","JR177",124,"13/01/2008",2,"N","03:12","03:52",207,8,199,3.46,86500,NA,84,12,30.9,7,2.163,0.000971098,25.956,0.000300069,0.000138728,0.027606936,-60.1911,-44.6844
"141","Gymnoscopelus nicholsi","Fish","JR177",124,"13/01/2008",2,"N","03:12","03:52",207,8,199,3.46,86500,NA,58,2,40.4,29,11.716,0.00067052,23.432,0.00027089,2.31e-05,0.004601156,-60.1911,-44.6844
"142","Thysanoessa sp.","Euphausiid","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,0.5,9,25,0.055555556,0.013888889,5.92e-06,0.125,1.48e-06,0.000106509,0.031622485,-59.6706,-43.9696
"143","Diphyes sp. 1","Jelly","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,1,2,4.56,0.5,0.0228,1.18e-05,0.0456,5.4e-07,2.37e-05,0.007027219,-59.6706,-43.9696
"144","Cyphocaris richardi","Amphipod","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,0.5,2,23.86,0.25,0.05965,5.92e-06,0.1193,1.41e-06,2.37e-05,0.007027219,-59.6706,-43.9696
"145","Euphausia triacantha","Euphausiid","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,0.5,2,25,0.25,0.0625,5.92e-06,0.125,1.48e-06,2.37e-05,0.007027219,-59.6706,-43.9696
"146","Notolepis sp.","Fish","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,1,3,19.2,0.333333333,0.064,1.18e-05,0.192,2.27e-06,3.55e-05,0.010540828,-59.6706,-43.9696
"147","Sagitta sp.","Chaet","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,16,32,13,0.5,0.065,0.000189349,2.08,2.46e-05,0.000378698,0.112435503,-59.6706,-43.9696
"148","Squid indet.","squid","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,1,2,14.79,0.5,0.07395,1.18e-05,0.1479,1.75e-06,2.37e-05,0.007027219,-59.6706,-43.9696
"149","Hydromedusae (brown/clear)","Jelly","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,6,3,4.5,2,0.09,7.1e-05,0.27,3.2e-06,3.55e-05,0.010540828,-59.6706,-43.9696
"150","Calycopsis borgrevichi","Jelly","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,4,2,4.66,2,0.0932,4.73e-05,0.1864,2.21e-06,2.37e-05,0.007027219,-59.6706,-43.9696
"151","Eurythenes obesus","Amphipod","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,0.5,1,23.86,0.5,0.1193,5.92e-06,0.1193,1.41e-06,1.18e-05,0.003513609,-59.6706,-43.9696
"152","Parandania boecki","Amphipod","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,0.5,1,23.86,0.5,0.1193,5.92e-06,0.1193,1.41e-06,1.18e-05,0.003513609,-59.6706,-43.9696
"153","Gennadus sp.","Dec","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,3,2,13,1.5,0.195,3.55e-05,0.39,4.62e-06,2.37e-05,0.007027219,-59.6706,-43.9696
"154","Krill","Euphausiid","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,49,56,25,0.875,0.21875,0.000579882,12.25,0.00014497,0.000662722,0.19676213,-59.6706,-43.9696
"155","Pasiphaea sp.","Deca","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,2,1,13,2,0.26,2.37e-05,0.26,3.08e-06,1.18e-05,0.003513609,-59.6706,-43.9696
"156","Cyclothone sp.","Fish","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,8,8,33.05,1,0.3305,9.47e-05,2.644,3.13e-05,9.47e-05,0.028108876,-59.6706,-43.9696
"157","Gymnoscopelus braueri","Fish","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,1,1,34,1,0.34,1.18e-05,0.34,4.02e-06,1.18e-05,0.003513609,-59.6706,-43.9696
"158","Bathylagus antarcticus","Fish","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,468,49,13.53333333,9.551020408,1.292571429,0.005538462,63.336,0.000749538,0.000579882,0.172166864,-59.6706,-43.9696
"159","Atolla wyvillei","Jelly","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,113,4,4.92,28.25,1.3899,0.001337278,5.5596,6.58e-05,4.73e-05,0.014054438,-59.6706,-43.9696
"160","Electrona antarctica","Fish","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,113,21,30.9,5.380952381,1.662714286,0.001337278,34.917,0.000413219,0.000248521,0.073785799,-59.6706,-43.9696
"161","Galiteuthis glacialis","Squid","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,56,3,14.79,18.66666667,2.7608,0.000662722,8.2824,9.8e-05,3.55e-05,0.010540828,-59.6706,-43.9696
"162","Gymnoscopelus opisthopterus","Fish","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,142,5,19.9,28.4,5.6516,0.001680473,28.258,0.000334414,5.92e-05,0.017568047,-59.6706,-43.9696
"163","Medusa (Pete Ward)","Jelly","JR177",158,"16/01/2008",1,"N","00:03","00:49",998.1,701.2,296.9,3.38,84500,NA,579,1,4.5,579,26.055,0.006852071,26.055,0.000308343,1.18e-05,0.003513609,-59.6706,-43.9696
"164","Thysanoessa sp.","Euphausiid","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,0.5,8,25,0.0625,0.015625,5.28e-06,0.125,1.32e-06,8.44e-05,0.025473351,-59.6706,-43.9696
"165","Salpa thompsoni","Jelly","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,10,28,4.71,0.357142857,0.016821429,0.000105541,0.471,4.97e-06,0.000295515,0.089156728,-59.6706,-43.9696
"166","Diphyes sp. 1","Jelly","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,0.5,1,4.56,0.5,0.0228,5.28e-06,0.0228,2.41e-07,1.06e-05,0.003184169,-59.6706,-43.9696
"167","Primno macropa","Amphipod","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,0.5,5,23.86,0.1,0.02386,5.28e-06,0.1193,1.26e-06,5.28e-05,0.015920844,-59.6706,-43.9696
"168","Cyphocaris richardi","Amphipod","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,2,15,23.86,0.133333333,0.031813333,2.11e-05,0.4772,5.04e-06,0.000158311,0.047762533,-59.6706,-43.9696
"169","Euphausia triacantha","Euphausiid","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,4,17,25,0.235294118,0.058823529,4.22e-05,1,1.06e-05,0.00017942,0.054130871,-59.6706,-43.9696
"170","Squid indet.","squid","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,0.5,1,14.79,0.5,0.07395,5.28e-06,0.07395,7.8e-07,1.06e-05,0.003184169,-59.6706,-43.9696
"171","Sagitta sp.","Chaet","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,37,61,13,0.606557377,0.078852459,0.000390501,4.81,5.08e-05,0.000643799,0.194234301,-59.6706,-43.9696
"172","Cyclothone sp.","Fish","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,1,3,33.05,0.333333333,0.110166667,1.06e-05,0.3305,3.49e-06,3.17e-05,0.009552507,-59.6706,-43.9696
"173","Calycopsis borgrevichi","Jelly","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,62,26,4.66,2.384615385,0.111123077,0.000654354,2.8892,3.05e-05,0.000274406,0.082788391,-59.6706,-43.9696
"174","Parandania boecki","Amphipod","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,0.5,1,23.86,0.5,0.1193,5.28e-06,0.1193,1.26e-06,1.06e-05,0.003184169,-59.6706,-43.9696
"175","Galiteuthis glacialis","Squid","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,2,2,14.79,1,0.1479,2.11e-05,0.2958,3.12e-06,2.11e-05,0.006368338,-59.6706,-43.9696
"176","Pasiphaea sp.","Deca","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,4,3,13,1.333333333,0.173333333,4.22e-05,0.52,5.49e-06,3.17e-05,0.009552507,-59.6706,-43.9696
"177","Krill","Euphausiid","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,20,22,25,0.909090909,0.227272727,0.000211082,5,5.28e-05,0.00023219,0.070051715,-59.6706,-43.9696
"178","Hydromedusae (brown)","Jelly","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,11,1,4.5,11,0.495,0.000116095,0.495,5.22e-06,1.06e-05,0.003184169,-59.6706,-43.9696
"179","Gigantocypris sp.","Ostracod","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,3,1,24,3,0.72,3.17e-05,0.72,7.6e-06,1.06e-05,0.003184169,-59.6706,-43.9696
"180","Hydromedusae (clear)","Jelly","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,23,1,4.5,23,1.035,0.000242744,1.035,1.09e-05,1.06e-05,0.003184169,-59.6706,-43.9696
"181","Atolla wyvillei","Jelly","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,131,6,4.92,21.83333333,1.0742,0.001382586,6.4452,6.8e-05,6.33e-05,0.019105013,-59.6706,-43.9696
"182","Bathylagus antarcticus","Fish","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,418,46,13.53333333,9.086956522,1.229768116,0.004411609,56.56933333,0.000597038,0.000485488,0.146471768,-59.6706,-43.9696
"183","Electrona antarctica","Fish","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,211,48,30.9,4.395833333,1.3583125,0.002226913,65.199,0.000688116,0.000506596,0.152840106,-59.6706,-43.9696
"184","Gymnoscopelus opisthopterus","Fish","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,9,1,19.9,9,1.791,9.5e-05,1.791,1.89e-05,1.06e-05,0.003184169,-59.6706,-43.9696
"185","Paraphyllina ransoni","Jelly","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,190,4,4.5,47.5,2.1375,0.002005277,8.55,9.02e-05,4.22e-05,0.012736675,-59.6706,-43.9696
"186","Gymnoscopelus braueri","Fish","JR177",158,"16/01/2008",2,"N","00:55","01:42",704.5,402.8,301.7,3.79,94750,NA,91,9,34,10.11111111,3.437777778,0.000960422,30.94,0.000326544,9.5e-05,0.02865752,-59.6706,-43.9696
"187","Thysanoessa sp.","Euphausiid","JR177",161,"16/01/2008",1,"N","03:50","04:36",404,203,201,3.7,92500,NA,4,40,25,0.1,0.025,4.32e-05,1,1.08e-05,0.000432432,0.086918919,-59.6727,-44.0019
"188","Pasiphaea sp.","Deca","JR177",161,"16/01/2008",1,"N","03:50","04:36",404,203,201,3.7,92500,NA,0.5,1,13,0.5,0.065,5.41e-06,0.065,7.03e-07,1.08e-05,0.002172973,-59.6727,-44.0019
"189","Sagitta sp.","Chaet","JR177",161,"16/01/2008",1,"N","03:50","04:36",404,203,201,3.7,92500,NA,1,2,13,0.5,0.065,1.08e-05,0.13,1.41e-06,2.16e-05,0.004345946,-59.6727,-44.0019
"190","Tomopteris sp.","worm","JR177",161,"16/01/2008",1,"N","03:50","04:36",404,203,201,3.7,92500,NA,0.5,1,15.49,0.5,0.07745,5.41e-06,0.07745,8.37e-07,1.08e-05,0.002172973,-59.6727,-44.0019
"191","Notolepis sp.","Fish","JR177",161,"16/01/2008",1,"N","03:50","04:36",404,203,201,3.7,92500,NA,1,2,19.2,0.5,0.096,1.08e-05,0.192,2.08e-06,2.16e-05,0.004345946,-59.6727,-44.0019
"192","Periphylla periphylla","Jelly","JR177",161,"16/01/2008",1,"N","03:50","04:36",404,203,201,3.7,92500,NA,4,1,4.5,4,0.18,4.32e-05,0.18,1.95e-06,1.08e-05,0.002172973,-59.6727,-44.0019
"193","Protomyctophum bolini","Fish","JR177",161,"16/01/2008",1,"N","03:50","04:36",404,203,201,3.7,92500,NA,8,8,25.4,1,0.254,8.65e-05,2.032,2.2e-05,8.65e-05,0.017383784,-59.6727,-44.0019
"194","Krefftichthys anderssoni","Fish","JR177",161,"16/01/2008",1,"N","03:50","04:36",404,203,201,3.7,92500,NA,3,1,26.7,3,0.801,3.24e-05,0.801,8.66e-06,1.08e-05,0.002172973,-59.6727,-44.0019
"195","Notolepis coatsi","Fish","JR177",161,"16/01/2008",1,"N","03:50","04:36",404,203,201,3.7,92500,NA,9,1,19.2,9,1.728,9.73e-05,1.728,1.87e-05,1.08e-05,0.002172973,-59.6727,-44.0019
"196","Paradiplospinus gracilis","Fish","JR177",161,"16/01/2008",1,"N","03:50","04:36",404,203,201,3.7,92500,NA,40,1,30.9,40,12.36,0.000432432,12.36,0.000133622,1.08e-05,0.002172973,-59.6727,-44.0019
"197","Vanadis sp.","worm","JR177",161,"16/01/2008",2,"N","04:37","05:24",209,11,198,3.87,96750,NA,1,7,15.49,0.142857143,0.022128571,1.03e-05,0.1549,1.6e-06,7.24e-05,0.014325581,-59.6727,-44.0019
"198","Calycopsis borgrevichi","Jelly","JR177",161,"16/01/2008",2,"N","04:37","05:24",209,11,198,3.87,96750,NA,0.5,1,4.66,0.5,0.0233,5.17e-06,0.0233,2.41e-07,1.03e-05,0.002046512,-59.6727,-44.0019
"199","Salpa thompsoni","Jelly","JR177",161,"16/01/2008",2,"N","04:37","05:24",209,11,198,3.87,96750,NA,14,28,4.71,0.5,0.02355,0.000144703,0.6594,6.82e-06,0.000289406,0.057302326,-59.6727,-44.0019
"200","Themisto gaudichaudii","Amphipod","JR177",161,"16/01/2008",2,"N","04:37","05:24",209,11,198,3.87,96750,NA,0.1,1,23.86,0.1,0.02386,1.03e-06,0.02386,2.47e-07,1.03e-05,0.002046512,-59.6727,-44.0019
"201","Diphyes sp. 1","Jelly","JR177",161,"16/01/2008",2,"N","04:37","05:24",209,11,198,3.87,96750,NA,2,3,4.56,0.666666667,0.0304,2.07e-05,0.0912,9.43e-07,3.1e-05,0.006139535,-59.6727,-44.0019
"202","Euphausia triacantha","Euphausiid","JR177",161,"16/01/2008",2,"N","04:37","05:24",209,11,198,3.87,96750,NA,3,19,25,0.157894737,0.039473684,3.1e-05,0.75,7.75e-06,0.000196382,0.038883721,-59.6727,-44.0019
"203","Cyllopus lucasi","Amphipod","JR177",161,"16/01/2008",2,"N","04:37","05:24",209,11,198,3.87,96750,NA,1,5,23.86,0.2,0.04772,1.03e-05,0.2386,2.47e-06,5.17e-05,0.010232558,-59.6727,-44.0019
"204","Spongiobranchia sp.","Pteropod","JR177",161,"16/01/2008",2,"N","04:37","05:24",209,11,198,3.87,96750,NA,0.5,2,33,0.25,0.0825,5.17e-06,0.165,1.71e-06,2.07e-05,0.004093023,-59.6727,-44.0019
"205","Sagitta sp.","Chaet","JR177",161,"16/01/2008",2,"N","04:37","05:24",209,11,198,3.87,96750,NA,31,46,13,0.673913043,0.087608696,0.000320413,4.03,4.17e-05,0.000475452,0.094139535,-59.6727,-44.0019
"206","Hyperia sp.","Amphipod","JR177",161,"16/01/2008",2,"N","04:37","05:24",209,11,198,3.87,96750,NA,1,2,23.86,0.5,0.1193,1.03e-05,0.2386,2.47e-06,2.07e-05,0.004093023,-59.6727,-44.0019
"207","Krill","Euphausiid","JR177",161,"16/01/2008",2,"N","04:37","05:24",209,11,198,3.87,96750,NA,3710,6196,25,0.598773402,0.149693351,0.038346253,927.5,0.009586563,0.064041344,12.68018605,-59.6727,-44.0019
"208","Tomopteris sp.","worm","JR177",161,"16/01/2008",2,"N","04:37","05:24",209,11,198,3.87,96750,NA,1,1,15.49,1,0.1549,1.03e-05,0.1549,1.6e-06,1.03e-05,0.002046512,-59.6727,-44.0019
"209","Salpa thompsoni (solitary)","Jelly","JR177",161,"16/01/2008",2,"N","04:37","05:24",209,11,198,3.87,96750,NA,9,2,4.71,4.5,0.21195,9.3e-05,0.4239,4.38e-06,2.07e-05,0.004093023,-59.6727,-44.0019
"210","Electrona antarctica","Fish","JR177",161,"16/01/2008",2,"N","04:37","05:24",209,11,198,3.87,96750,NA,14,4,30.9,3.5,1.0815,0.000144703,4.326,4.47e-05,4.13e-05,0.008186047,-59.6727,-44.0019
"211","Gymnoscopelus braueri","Fish","JR177",161,"16/01/2008",2,"N","04:37","05:24",209,11,198,3.87,96750,NA,8,1,34,8,2.72,8.27e-05,2.72,2.81e-05,1.03e-05,0.002046512,-59.6727,-44.0019
"212","Gymnoscopelus nicholsi","Fish","JR177",161,"16/01/2008",2,"N","04:37","05:24",209,11,198,3.87,96750,NA,103,3,40.4,34.33333333,13.87066667,0.001064599,41.612,0.000430098,3.1e-05,0.006139535,-59.6727,-44.0019
"213","Thysanoessa sp.","Euphausiid","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,0.2,3,25,0.066666667,0.016666667,2.61e-06,0.05,6.54e-07,3.92e-05,0.012247059,-58.0325,-42.8573
"214","Sagitta sp.","Chaet","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,4,14,13,0.285714286,0.037142857,5.23e-05,0.52,6.8e-06,0.000183007,0.057152941,-58.0325,-42.8573
"215","Hydromedusae (brown)","Jelly","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,1,1,4.5,1,0.045,1.31e-05,0.045,5.88e-07,1.31e-05,0.004082353,-58.0325,-42.8573
"216","Salpa thompsoni (colonial)","Jelly","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,35,34,4.71,1.029411765,0.048485294,0.000457516,1.6485,2.15e-05,0.000444444,0.1388,-58.0325,-42.8573
"217","Notolepis sp.","Fish","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,2,5,19.2,0.4,0.0768,2.61e-05,0.384,5.02e-06,6.54e-05,0.020411765,-58.0325,-42.8573
"218","Euphausia triacantha","Euphausiid","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,3,9,25,0.333333333,0.083333333,3.92e-05,0.75,9.8e-06,0.000117647,0.036741176,-58.0325,-42.8573
"219","Nipple medusae","Jelly","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,4,2,4.5,2,0.09,5.23e-05,0.18,2.35e-06,2.61e-05,0.008164706,-58.0325,-42.8573
