"","Taxa","Group","Cruise","Event","Date","Net.number","D.N","Open.time","Close.Time","Open.depth","Close.depth","depth.covered","distance.travelled..km.","volume.filtered.in.m3..assuming.mouth.of.25m2.","X","mass..g.","N","Dry.mass....wet.mass.","mean.Individual.wet.mass..g.","mean.individual.dry.mass..g.","total.wet.mass..g.m.3.","total.dry.mass..g.","total.dry.mass..g.m.3.","total.density..ind.m.3.","total.density..ind.m.2.","Lat","Lon"
"331","Salpa thompsoni","Jelly","JR177",254,"28/01/2008",2,"N","02:30","03:16",201,8,193,3.29,82250,NA,1270,1105,4.71,1.149321267,0.054133032,0.015440729,59.817,0.000727258,0.01343465,2.592887538,-55.1757,-41.1998
"332","Euphausia triacantha","Euphausiid","JR177",254,"28/01/2008",2,"N","02:30","03:16",201,8,193,3.29,82250,NA,79,360,25,0.219444444,0.054861111,0.000960486,19.75,0.000240122,0.0043769,0.844741641,-55.1757,-41.1998
"333","Pasiphaea sp.","Deca","JR177",254,"28/01/2008",2,"N","02:30","03:16",201,8,193,3.29,82250,NA,0.5,1,13,0.5,0.065,6.08e-06,0.065,7.9e-07,1.22e-05,0.002346505,-55.1757,-41.1998
"334","Tomopteris sp.","worm","JR177",254,"28/01/2008",2,"N","02:30","03:16",201,8,193,3.29,82250,NA,1,2,15.49,0.5,0.07745,1.22e-05,0.1549,1.88e-06,2.43e-05,0.004693009,-55.1757,-41.1998
"335","Eurythenes obesus","Amphipod","JR177",254,"28/01/2008",2,"N","02:30","03:16",201,8,193,3.29,82250,NA,0.5,1,23.86,0.5,0.1193,6.08e-06,0.1193,1.45e-06,1.22e-05,0.002346505,-55.1757,-41.1998
"336","Krefftichthys anderssoni","Fish","JR177",254,"28/01/2008",2,"N","02:30","03:16",201,8,193,3.29,82250,NA,4,4,26.7,1,0.267,4.86e-05,1.068,1.3e-05,4.86e-05,0.009386018,-55.1757,-41.1998
"337","Krill","Euphausiid","JR177",254,"28/01/2008",2,"N","02:30","03:16",201,8,193,3.29,82250,NA,6,5,25,1.2,0.3,7.29e-05,1.5,1.82e-05,6.08e-05,0.011732523,-55.1757,-41.1998
"338","Cyclothone sp.","Fish","JR177",254,"28/01/2008",2,"N","02:30","03:16",201,8,193,3.29,82250,NA,2,2,33.05,1,0.3305,2.43e-05,0.661,8.04e-06,2.43e-05,0.004693009,-55.1757,-41.1998
"339","Gymnoscopelus braueri","Fish","JR177",254,"28/01/2008",2,"N","02:30","03:16",201,8,193,3.29,82250,NA,77,25,34,3.08,1.0472,0.00093617,26.18,0.000318298,0.000303951,0.058662614,-55.1757,-41.1998
"340","Electrona antarctica","Fish","JR177",254,"28/01/2008",2,"N","02:30","03:16",201,8,193,3.29,82250,NA,25,7,30.9,3.571428571,1.103571429,0.000303951,7.725,9.39e-05,8.51e-05,0.016425532,-55.1757,-41.1998
"341","Medusae (flat, transparent)","Jelly","JR177",254,"28/01/2008",2,"N","02:30","03:16",201,8,193,3.29,82250,NA,43,1,4.5,43,1.935,0.000522796,1.935,2.35e-05,1.22e-05,0.002346505,-55.1757,-41.1998
"342","Electrona carlsbergi","Fish","JR177",254,"28/01/2008",2,"N","02:30","03:16",201,8,193,3.29,82250,NA,32,5,30.9,6.4,1.9776,0.000389058,9.888,0.000120219,6.08e-05,0.011732523,-55.1757,-41.1998
"343","Periphylla periphylla","Jelly","JR177",254,"28/01/2008",2,"N","02:30","03:16",201,8,193,3.29,82250,NA,52,1,4.5,52,2.34,0.000632219,2.34,2.84e-05,1.22e-05,0.002346505,-55.1757,-41.1998
"344","Themisto gaudichaudii","Amphipod","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,0.5,6,23.86,0.083333333,0.019883333,5.67e-06,0.1193,1.35e-06,6.8e-05,0.020648159,-55.1656,-41.1862
"345","Diphyes sp. 2","Jelly","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,0.5,1,4.56,0.5,0.0228,5.67e-06,0.0228,2.58e-07,1.13e-05,0.00344136,-55.1656,-41.1862
"346","Cyphocaris richardi","Amphipod","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,0.1,1,23.86,0.1,0.02386,1.13e-06,0.02386,2.7e-07,1.13e-05,0.00344136,-55.1656,-41.1862
"347","Scina sp.","Amphipod","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,0.1,1,23.86,0.1,0.02386,1.13e-06,0.02386,2.7e-07,1.13e-05,0.00344136,-55.1656,-41.1862
"348","Thysanoessa sp.","Euphausiid","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,0.5,5,25,0.1,0.025,5.67e-06,0.125,1.42e-06,5.67e-05,0.017206799,-55.1656,-41.1862
"349","Sagitta sp.","Chaet","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,4,16,13,0.25,0.0325,4.53e-05,0.52,5.89e-06,0.000181303,0.055061756,-55.1656,-41.1862
"350","Salpa thompsoni","Jelly","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,45,58,4.71,0.775862069,0.036543103,0.000509915,2.1195,2.4e-05,0.000657224,0.199598867,-55.1656,-41.1862
"351","Parandania boecki","Amphipod","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,0.5,3,23.86,0.166666667,0.039766667,5.67e-06,0.1193,1.35e-06,3.4e-05,0.010324079,-55.1656,-41.1862
"352","Medusae (brown)","Jelly","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,2,2,4.5,1,0.045,2.27e-05,0.09,1.02e-06,2.27e-05,0.00688272,-55.1656,-41.1862
"353","Calycopsis borgrevichi","Jelly","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,1,1,4.66,1,0.0466,1.13e-05,0.0466,5.28e-07,1.13e-05,0.00344136,-55.1656,-41.1862
"354","Euphausia triacantha","Euphausiid","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,3,14,25,0.214285714,0.053571429,3.4e-05,0.75,8.5e-06,0.00015864,0.048179037,-55.1656,-41.1862
"355","Chuneola sp.","Amphipod","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,0.5,2,23.86,0.25,0.05965,5.67e-06,0.1193,1.35e-06,2.27e-05,0.00688272,-55.1656,-41.1862
"356","Eurythenes obesus","Amphipod","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,1,4,23.86,0.25,0.05965,1.13e-05,0.2386,2.7e-06,4.53e-05,0.013765439,-55.1656,-41.1862
"357","Pegohyperia sp.","Amphipod","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,0.5,2,23.86,0.25,0.05965,5.67e-06,0.1193,1.35e-06,2.27e-05,0.00688272,-55.1656,-41.1862
"358","Nipple medusae","Jelly","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,49,29,4.5,1.689655172,0.076034483,0.000555241,2.205,2.5e-05,0.000328612,0.099799433,-55.1656,-41.1862
"359","Hydromedusae (brown fringed)","Jelly","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,22,13,4.5,1.692307692,0.076153846,0.000249292,0.99,1.12e-05,0.000147309,0.044737677,-55.1656,-41.1862
"360","Nemertean worms","worm","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,3,6,15.49,0.5,0.07745,3.4e-05,0.4647,5.27e-06,6.8e-05,0.020648159,-55.1656,-41.1862
"361","Gigantocypris sp.","Ostracod","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,1,3,24,0.333333333,0.08,1.13e-05,0.24,2.72e-06,3.4e-05,0.010324079,-55.1656,-41.1862
"362","Gennadus sp.","Dec","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,31,37,13,0.837837838,0.108918919,0.000351275,4.03,4.57e-05,0.000419263,0.127330312,-55.1656,-41.1862
"363","Gnathophausia sp.","Dec","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,5,6,25,0.833333333,0.208333333,5.67e-05,1.25,1.42e-05,6.8e-05,0.020648159,-55.1656,-41.1862
"364","Cyclothone sp.","Fish","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,10,14,33.05,0.714285714,0.236071429,0.000113314,3.305,3.75e-05,0.00015864,0.048179037,-55.1656,-41.1862
"365","Krill","Euphausiid","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,3,2,25,1.5,0.375,3.4e-05,0.75,8.5e-06,2.27e-05,0.00688272,-55.1656,-41.1862
"366","Galiteuthis glacialis","Squid","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,4,1,14.79,4,0.5916,4.53e-05,0.5916,6.7e-06,1.13e-05,0.00344136,-55.1656,-41.1862
"367","Krefftichthys anderssoni","Fish","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,16,6,26.7,2.666666667,0.712,0.000181303,4.272,4.84e-05,6.8e-05,0.020648159,-55.1656,-41.1862
"368","Slosarczykovia circumantarctica","Squid","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,5,1,14.79,5,0.7395,5.67e-05,0.7395,8.38e-06,1.13e-05,0.00344136,-55.1656,-41.1862
"369","Medusae (clear)","Jelly","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,20,1,4.5,20,0.9,0.000226629,0.9,1.02e-05,1.13e-05,0.00344136,-55.1656,-41.1862
"370","Acanthephyrasp.","Deca","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,8,1,13,8,1.04,9.07e-05,1.04,1.18e-05,1.13e-05,0.00344136,-55.1656,-41.1862
"371","Medusae (flat, transparent)","Jelly","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,49,2,4.5,24.5,1.1025,0.000555241,2.205,2.5e-05,2.27e-05,0.00688272,-55.1656,-41.1862
"372","Bathyteuthis abyssicola","Squid","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,8,1,14.79,8,1.1832,9.07e-05,1.1832,1.34e-05,1.13e-05,0.00344136,-55.1656,-41.1862
"373","Electrona antarctica","Fish","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,36,6,30.9,6,1.854,0.000407932,11.124,0.000126051,6.8e-05,0.020648159,-55.1656,-41.1862
"374","Atolla sp.","Jelly","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,275,7,4.92,39.28571429,1.932857143,0.003116147,13.53,0.000153314,7.93e-05,0.024089518,-55.1656,-41.1862
"375","Fish to ID","Fish","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,8,1,26.7,8,2.136,9.07e-05,2.136,2.42e-05,1.13e-05,0.00344136,-55.1656,-41.1862
"376","Bathylagus sp.","Fish","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,81,4,13.53333333,20.25,2.7405,0.000917847,10.962,0.000124215,4.53e-05,0.013765439,-55.1656,-41.1862
"377","Poromitra crassiceps","Fish","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,14,1,26.7,14,3.738,0.00015864,3.738,4.24e-05,1.13e-05,0.00344136,-55.1656,-41.1862
"378","Notolepis sp.","Fish","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,88,3,19.2,29.33333333,5.632,0.000997167,16.896,0.000191456,3.4e-05,0.010324079,-55.1656,-41.1862
"379","Periphylla periphylla","Jelly","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,344,2,4.5,172,7.74,0.003898017,15.48,0.000175411,2.27e-05,0.00688272,-55.1656,-41.1862
"380","Cynomacrurus piriei","Fish","JR177",255,"28/01/2008",1,"N","05:09","05:54",1006,702.3,303.7,3.53,88250,NA,184,4,26.7,46,12.282,0.002084986,49.128,0.000556691,4.53e-05,0.013765439,-55.1656,-41.1862
"381","Themisto gaudichaudii","Amphipod","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,1,14,23.86,0.071428571,0.017042857,1.08e-05,0.2386,2.57e-06,0.000150538,0.04632043,-55.1656,-41.1862
"382","Hyperoche sp.","Amphipod","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,0.1,1,23.86,0.1,0.02386,1.08e-06,0.02386,2.57e-07,1.08e-05,0.003308602,-55.1656,-41.1862
"383","Pasiphaea sp.","Deca","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,1,5,13,0.2,0.026,1.08e-05,0.13,1.4e-06,5.38e-05,0.016543011,-55.1656,-41.1862
"384","Diphyes sp. 1","Jelly","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,3,5,4.56,0.6,0.02736,3.23e-05,0.1368,1.47e-06,5.38e-05,0.016543011,-55.1656,-41.1862
"385","Cyllopus sp.","Amphipod","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,0.5,4,23.86,0.125,0.029825,5.38e-06,0.1193,1.28e-06,4.3e-05,0.013234409,-55.1656,-41.1862
"386","Salpa thompsoni","Jelly","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,543,832,4.71,0.652644231,0.030739543,0.00583871,25.5753,0.000275003,0.008946237,2.752756989,-55.1656,-41.1862
"387","Medusae (clear)","Jelly","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,3,4,4.5,0.75,0.03375,3.23e-05,0.135,1.45e-06,4.3e-05,0.013234409,-55.1656,-41.1862
"388","Primno macropa","Amphipod","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,0.5,3,23.86,0.166666667,0.039766667,5.38e-06,0.1193,1.28e-06,3.23e-05,0.009925806,-55.1656,-41.1862
"389","Euphausia frigida","Euphausiid","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,0.5,3,25,0.166666667,0.041666667,5.38e-06,0.125,1.34e-06,3.23e-05,0.009925806,-55.1656,-41.1862
"390","Calycopsis borgrevichi","Jelly","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,1,1,4.66,1,0.0466,1.08e-05,0.0466,5.01e-07,1.08e-05,0.003308602,-55.1656,-41.1862
"391","Gnathophausia sp.","Dec","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,1,5,25,0.2,0.05,1.08e-05,0.25,2.69e-06,5.38e-05,0.016543011,-55.1656,-41.1862
"392","Thysanoessa sp.","Euphausiid","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,8,40,25,0.2,0.05,8.6e-05,2,2.15e-05,0.000430108,0.132344086,-55.1656,-41.1862
"393","Eurythenes obesus","Amphipod","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,0.5,2,23.86,0.25,0.05965,5.38e-06,0.1193,1.28e-06,2.15e-05,0.006617204,-55.1656,-41.1862
"394","Euphausia triacantha","Euphausiid","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,18,72,25,0.25,0.0625,0.000193548,4.5,4.84e-05,0.000774194,0.238219355,-55.1656,-41.1862
"395","Cyphocaris richardi","Amphipod","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,7,24,23.86,0.291666667,0.069591667,7.53e-05,1.6702,1.8e-05,0.000258065,0.079406452,-55.1656,-41.1862
"396","Tomopteris sp.","Worm","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,0.5,1,15.49,0.5,0.07745,5.38e-06,0.07745,8.33e-07,1.08e-05,0.003308602,-55.1656,-41.1862
"397","Parandania boecki","Amphipod","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,10,25,23.86,0.4,0.09544,0.000107527,2.386,2.57e-05,0.000268817,0.082715054,-55.1656,-41.1862
"398","Sagitta sp.","Chaet","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,13,17,13,0.764705882,0.099411765,0.000139785,1.69,1.82e-05,0.000182796,0.056246237,-55.1656,-41.1862
"399","Notolepis sp.","Fish","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,8,15,19.2,0.533333333,0.1024,8.6e-05,1.536,1.65e-05,0.00016129,0.049629032,-55.1656,-41.1862
"400","Gennadus sp.","Dec","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,44,53,13,0.830188679,0.107924528,0.000473118,5.72,6.15e-05,0.000569892,0.175355914,-55.1656,-41.1862
"401","Cyclothone sp.","Fish","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,6,17,33.05,0.352941176,0.116647059,6.45e-05,1.983,2.13e-05,0.000182796,0.056246237,-55.1656,-41.1862
"402","Clio sp.","Pteropod","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,1,2,33,0.5,0.165,1.08e-05,0.33,3.55e-06,2.15e-05,0.006617204,-55.1656,-41.1862
"403","Krill","Euphausiid","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,4,5,25,0.8,0.2,4.3e-05,1,1.08e-05,5.38e-05,0.016543011,-55.1656,-41.1862
"404","Atolla sp.","Jelly","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,36,7,4.92,5.142857143,0.253028571,0.000387097,1.7712,1.9e-05,7.53e-05,0.023160215,-55.1656,-41.1862
"405","Fish indet.","Fish","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,1,1,26.7,1,0.267,1.08e-05,0.267,2.87e-06,1.08e-05,0.003308602,-55.1656,-41.1862
"406","Galiteuthis glacialis","Squid","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,2,1,14.79,2,0.2958,2.15e-05,0.2958,3.18e-06,1.08e-05,0.003308602,-55.1656,-41.1862
"407","Gigantocypris sp.","Ostracod","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,26,21,24,1.238095238,0.297142857,0.00027957,6.24,6.71e-05,0.000225806,0.069480645,-55.1656,-41.1862
"408","Krefftichthys anderssoni","Fish","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,34,20,26.7,1.7,0.4539,0.000365591,9.078,9.76e-05,0.000215054,0.066172043,-55.1656,-41.1862
"409","Acanthephyra sp.","Deca","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,7,1,13,7,0.91,7.53e-05,0.91,9.78e-06,1.08e-05,0.003308602,-55.1656,-41.1862
"410","Periphylla small","Jelly","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,307,14,4.5,21.92857143,0.986785714,0.003301075,13.815,0.000148548,0.000150538,0.04632043,-55.1656,-41.1862
"411","Gymnoscopelus braueri","Fish","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,11,3,34,3.666666667,1.246666667,0.00011828,3.74,4.02e-05,3.23e-05,0.009925806,-55.1656,-41.1862
"412","Slosarczykovia circumantarctica","Squid","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,9,1,14.79,9,1.3311,9.68e-05,1.3311,1.43e-05,1.08e-05,0.003308602,-55.1656,-41.1862
"413","Electrona antarctica","Fish","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,53,9,30.9,5.888888889,1.819666667,0.000569892,16.377,0.000176097,9.68e-05,0.029777419,-55.1656,-41.1862
"414","Lampanyctus achirus","Fish","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,14,1,26.7,14,3.738,0.000150538,3.738,4.02e-05,1.08e-05,0.003308602,-55.1656,-41.1862
"415","Poromitra crassiceps","Fish","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,17,1,26.7,17,4.539,0.000182796,4.539,4.88e-05,1.08e-05,0.003308602,-55.1656,-41.1862
"416","Bathylagus sp.","Fish","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,34,1,13.53333333,34,4.601333333,0.000365591,4.601333333,4.95e-05,1.08e-05,0.003308602,-55.1656,-41.1862
"417","Borostomias antarcticus","Fish","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,100,5,26.7,20,5.34,0.001075269,26.7,0.000287097,5.38e-05,0.016543011,-55.1656,-41.1862
"418","Periphylla periphylla","Jelly","JR177",255,"28/01/2008",2,"N","05:55","06:40",707.5,399.8,307.7,3.72,93000,NA,4810,1,4.5,4810,216.45,0.05172043,216.45,0.002327419,1.08e-05,0.003308602,-55.1656,-41.1862
"419","Atolla wyvillei","Jelly","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,361,12,4.92,30.08333333,1.4801,0.004090652,17.7612,0.00020126,0.000135977,0.040657224,-52.8424,-40.1649
"420","Bathyteuthis abyssicola","Squid","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,1,1,14.79,1,0.1479,1.13e-05,0.1479,1.68e-06,1.13e-05,0.003388102,-52.8424,-40.1649
"421","BAX","Fish","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,2,7,26.7,0.285714286,0.076285714,2.27e-05,0.534,6.05e-06,7.93e-05,0.023716714,-52.8424,-40.1649
"422","Clio recurva","Pteropod","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,3,4,33,0.75,0.2475,3.4e-05,0.99,1.12e-05,4.53e-05,0.013552408,-52.8424,-40.1649
"423","Cyclothone sp.","Fish","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,10,14,33.05,0.714285714,0.236071429,0.000113314,3.305,3.75e-05,0.00015864,0.047433428,-52.8424,-40.1649
"424","Cyphocaris richardi","Amphipod","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,1,7,23.86,0.142857143,0.034085714,1.13e-05,0.2386,2.7e-06,7.93e-05,0.023716714,-52.8424,-40.1649
"425","ELN","Fish","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,44,7,30.9,6.285714286,1.942285714,0.000498584,13.596,0.000154062,7.93e-05,0.023716714,-52.8424,-40.1649
"426","Euchaeta sp.","copepod","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,0.1,2,16,0.05,0.008,1.13e-06,0.016,1.81e-07,2.27e-05,0.006776204,-52.8424,-40.1649
"427","Euphausia frigida","Euphausiid","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,7,58,25,0.120689655,0.030172414,7.93e-05,1.75,1.98e-05,0.000657224,0.196509915,-52.8424,-40.1649
"428","Euphausia triacantha","Euphausiid","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,6,19,25,0.315789474,0.078947368,6.8e-05,1.5,1.7e-05,0.000215297,0.064373938,-52.8424,-40.1649
"429","Eurythenes obesus","Amphipod","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,0.5,1,23.86,0.5,0.1193,5.67e-06,0.1193,1.35e-06,1.13e-05,0.003388102,-52.8424,-40.1649
"430","Gennadus sp.","Dec","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,77,82,13,0.93902439,0.122073171,0.000872521,10.01,0.000113428,0.000929178,0.277824363,-52.8424,-40.1649
"431","Gigantocypris sp.","Ostracod","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,1,1,24,1,0.24,1.13e-05,0.24,2.72e-06,1.13e-05,0.003388102,-52.8424,-40.1649
"432","Gnathophausia sp.","Dec","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,3,4,25,0.75,0.1875,3.4e-05,0.75,8.5e-06,4.53e-05,0.013552408,-52.8424,-40.1649
"433","GYO","Fish","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,18,1,19.9,18,3.582,0.000203966,3.582,4.06e-05,1.13e-05,0.003388102,-52.8424,-40.1649
"434","GYR","Fish","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,14,1,32.46,14,4.5444,0.00015864,4.5444,5.15e-05,1.13e-05,0.003388102,-52.8424,-40.1649
"435","Hydromedusae (brown/clear)","Jelly","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,71,21,4.5,3.380952381,0.152142857,0.000804533,3.195,3.62e-05,0.00023796,0.071150142,-52.8424,-40.1649
"436","Hyperidae indet.","Amphipod","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,0.5,1,23.86,0.5,0.1193,5.67e-06,0.1193,1.35e-06,1.13e-05,0.003388102,-52.8424,-40.1649
"437","Krefftichthys anderssoni","Fish","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,5,1,26.7,5,1.335,5.67e-05,1.335,1.51e-05,1.13e-05,0.003388102,-52.8424,-40.1649
"438","Krill","Euphausiid","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,104,68,25,1.529411765,0.382352941,0.00117847,26,0.000294618,0.000770538,0.230390935,-52.8424,-40.1649
"439","LAC","Fish","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,21,1,26.7,21,5.607,0.00023796,5.607,6.35e-05,1.13e-05,0.003388102,-52.8424,-40.1649
"440","Lanceolidae sp 1","Amphipod","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,0.5,1,23.86,0.5,0.1193,5.67e-06,0.1193,1.35e-06,1.13e-05,0.003388102,-52.8424,-40.1649
"441","Lanceolidae sp 2","Amphipod","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,0.5,1,23.86,0.5,0.1193,5.67e-06,0.1193,1.35e-06,1.13e-05,0.003388102,-52.8424,-40.1649
"442","Mysid sp.","Euphausiid","JR177",295,"02/02/2008",1,"","","",999,700,299,3.53,88250,NA,0.1,1,25,0.1,0.025,1.13e-06,0.025,2.83e-07,1.13e-05,0.003388102,-52.8424,-40.1649
