"","Cruise","Event","Year","Fish_Species_Code","Prey","Prey_Count","Mean_Prey_Mass__g_","Fish_Mass_g_","Lat","Lon","SST","location_group","fish_mass_log10","log_10_fish_class_bin","Statistical.Fish.ID.mass","Statistical_Fish_ID_mass","n_prey_items","ID_Pred_new"
"1346","JR161",214,2006,"ELC","Calanus propinquus",1,0.01,5.71191053653692,-55.24562,-41.15184,1.6879360511899,6,0.756781396633555,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"1347","JR161",275,2006,"PRM","Rhincalanus gigas",3,0.00267,1.52275607407016,-50.10324,-38.12951,3.62510454207659,8,0.182630340519473,0.175,"PRM_8_0.175g","PRM_8_0.175g",12,155
"1348","JR161",218,2006,"KRA","Calanoides acutus",12,0.000667,0.378925792509711,-55.31128,-41.37365,1.44347058311105,6,-0.421445832404069,-0.425,"KRA_6_-0.425g","KRA_6_-0.425g",11,117
"1351","JR161",214,2006,"PRE","Rhincalanus gigas",1,0.002,1.13522737384077,-55.24562,-41.15184,1.6879360511899,6,0.0550828547579631,0.075,"PRE_6_0.075g","PRE_6_0.075g",18,139
"1352","JR161",214,2006,"PRE","Paraeuchaeta spp",1,0.002,1.13522737384077,-55.24562,-41.15184,1.6879360511899,6,0.0550828547579631,0.075,"PRE_6_0.075g","PRE_6_0.075g",18,139
"1355","JR161",217,2006,"PRM","Pleuromamma robusta",1,0.002,1.12470554788511,-55.148,-41.24559,1.86213570311666,6,0.051038837410214,0.075,"PRM_6_0.075g","PRM_6_0.075g",11,147
"1356","JR161",43,2006,"PRE","Rhincalanus gigas",3,0.00167,0.935213787711472,-57.53066,-50.50526,-0.642872381955385,1,-0.029089099062993,-0.025,"PRE_1_-0.025g","PRE_1_-0.025g",19,138
"1357","JR161",217,2006,"KRA","Rhincalanus gigas",1,0.005,2.80513545014478,-55.148,-41.24559,1.86213570311666,6,0.447953836654638,0.425,"KRA_6_0.425g","KRA_6_0.425g",11,122
"1358","JR161",253,2006,"PRM","Rhincalanus gigas",1,0.004,2.21962668919746,-53.03058,-40.51789,1.38421584516764,7,0.346279938209842,0.325,"PRM_7_0.325g","PRM_7_0.325g",11,153
"1359","JR161",253,2006,"PRM","Paraeuchaeta spp",1,0.004,2.21962668919746,-53.03058,-40.51789,1.38421584516764,7,0.346279938209842,0.325,"PRM_7_0.325g","PRM_7_0.325g",11,153
"1360","JR161",275,2006,"PRM","Rhincalanus gigas",2,0.004,2.21962668919746,-50.10324,-38.12951,3.62510454207659,8,0.346279938209842,0.325,"PRM_8_0.325g","PRM_8_0.325g",14,157
"1361","JR161",214,2006,"GYR","Thysanoessa spp",1,0.011,6.089392470672,-55.24562,-41.15184,1.6879360511899,6,0.784573965901168,0.775,"GYR_6_0.775g","GYR_6_0.775g",7,95
"1362","JR161",157,2006,"KRA","Calanus simillimus",5,0.0042,2.3227716965597,-57.4469,-42.62638,-0.918442314863205,5,0.366006525427917,0.375,"KRA_5_0.375g","KRA_5_0.375g",6,113
"1363","JR161",275,2006,"GYR","Metridia spp",1,0.001,0.552479463694164,-50.10324,-38.12951,3.62510454207659,8,-0.257683860575091,-0.275,"GYR_8_-0.275g","GYR_8_-0.275g",14,102
"1365","JR161",253,2006,"GYR","Candacia spp",1,0.01,5.49883617043563,-53.03058,-40.51789,1.38421584516764,7,0.740270780722855,0.725,"GYR_7_0.725g","GYR_7_0.725g",8,97
"1366","JR161",214,2006,"ELC","Rhincalanus gigas",2,0.0112,6.1648293805574,-55.24562,-41.15184,1.6879360511899,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"1367","JR161",56,2006,"KRA","Rhincalanus gigas",31,0.0049,2.67881240874786,-57.76618,-50.54229,-0.839826634526253,1,0.427942302000084,0.425,"KRA_1_0.425g","KRA_1_0.425g",12,108
"1368","JR161",56,2006,"PRM","Rhincalanus gigas",3,0.00367,2.00294643382266,-57.76618,-50.54229,-0.839826634526253,1,0.301669334812144,0.325,"PRM_1_0.325g","PRM_1_0.325g",14,142
"1369","JR161",142,2006,"GYR","Rhincalanus gigas",1,0.026,14.1676789302252,-59.66625,-44.05962,-1.60779440626502,4,1.15129870625574,1.175,"GYR_4_1.175g","GYR_4_1.175g",8,92
"1370","JR161",218,2006,"KRA","Calanoides acutus",46,0.000761,0.413569976796644,-55.31128,-41.37365,1.44347058311105,6,-0.383450996473147,-0.375,"KRA_6_-0.375g","KRA_6_-0.375g",15,116
"1374","JR161",275,2006,"GYN","Thysanoessa spp",1,0.023,12.4739468571787,-50.10324,-38.12951,3.62510454207659,8,1.09600388949199,1.075,"GYN_8_1.075g","GYN_8_1.075g",10,72
"1376","JR161",217,2006,"KRA","Rhincalanus gigas",33,0.00455,2.43769099935794,-55.148,-41.24559,1.86213570311666,6,0.386978653793115,0.375,"KRA_6_0.375g","KRA_6_0.375g",10,121
"1377","JR161",214,2006,"ELC","Paraeuchaeta spp",1,0.012,6.39984528434173,-55.24562,-41.15184,1.6879360511899,6,0.806169475082508,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"1379","JR161",214,2006,"ELC","Euphausiid indet",2,0.0125,6.64065467688996,-55.24562,-41.15184,1.6879360511899,6,0.822210896919996,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"1381","JR161",43,2006,"ELC","Themisto gaudichaudii",1,0.013,6.88732432596426,-57.53066,-50.50526,-0.642872381955385,1,0.838050534511407,0.825,"ELC_1_0.825g","ELC_1_0.825g",8,3
"1382","JR161",201,2006,"ELC","Paraeuchaeta spp",1,0.01,5.28136225847233,-55.2144,-41.56429,1.52443008497357,6,0.722745957577448,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"1383","JR161",273,2006,"LAC","Scolercithricella spp",1,0.003,1.58130262144211,-49.96331,-37.96272,3.48906523436308,8,0.199014990897245,0.175,"LAC_8_0.175g","LAC_8_0.175g",9,136
"1385","JR161",214,2006,"ELC","Thysanoessa spp",1,0.0118,6.1648293805574,-55.24562,-41.15184,1.6879360511899,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"1387","JR161",214,2006,"ELC","Paraeuchaeta spp",1,0.012,6.1648293805574,-55.24562,-41.15184,1.6879360511899,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"1388","JR161",275,2006,"GYR","Metridia spp",1,0.001,0.513479926550555,-50.10324,-38.12951,3.62510454207659,8,-0.289476529591,-0.275,"GYR_8_-0.275g","GYR_8_-0.275g",14,102
"1389","JR161",267,2006,"KRA","Calanus propinquus",2,0.006,3.06960866985248,-52.8061,-40.00328,1.53429366722703,7,0.487083012820366,0.475,"KRA_7_0.475g","KRA_7_0.475g",8,125
"1390","JR161",283,2006,"KRA","Rhincalanus gigas",1,0.005,2.55635108379839,-49.99484,-37.98122,3.3937009960413,8,0.407620498659147,0.425,"KRA_8_0.425g","KRA_8_0.425g",11,134
"1392","JR161",136,2006,"ELN","Rhincalanus gigas",1,0.003,1.52985206648353,-59.5633,-44.26847,-1.54875940158963,4,0.184649437473772,0.175,"ELN_4_0.175g","ELN_4_0.175g",10,34
"1393","JR161",136,2006,"ELN","Calanoides acutus",4,0.003,1.52985206648353,-59.5633,-44.26847,-1.54875940158963,4,0.184649437473772,0.175,"ELN_4_0.175g","ELN_4_0.175g",10,34
"1394","JR161",218,2006,"KRA","Calanoides acutus",50,0.00096,0.489086953231024,-55.31128,-41.37365,1.44347058311105,6,-0.310613922162047,-0.325,"KRA_6_-0.325g","KRA_6_-0.325g",8,115
"1395","JR161",267,2006,"PRM","Rhincalanus gigas",12,0.00283,1.43680517674727,-52.8061,-40.00328,1.53429366722703,7,0.157397884070392,0.175,"PRM_7_0.175g","PRM_7_0.175g",7,151
"1396","JR161",275,2006,"PRM","Rhincalanus gigas",9,0.00378,1.89999264200966,-50.10324,-38.12951,3.62510454207659,8,0.278751919089256,0.275,"PRM_8_0.275g","PRM_8_0.275g",17,156
"1398","JR161",56,2006,"PRM","Paraeuchaeta spp",1,0.004,2.00294643382266,-57.76618,-50.54229,-0.839826634526253,1,0.301669334812144,0.325,"PRM_1_0.325g","PRM_1_0.325g",14,142
"1399","JR161",43,2006,"PRE","Calanus simillimus",1,0.002,0.999055307644966,-57.53066,-50.50526,-0.642872381955385,1,-0.00041046859069823,-0.025,"PRE_1_-0.025g","PRE_1_-0.025g",19,138
"1400","JR161",43,2006,"PRE","Rhincalanus gigas",3,0.002,0.999055307644966,-57.53066,-50.50526,-0.642872381955385,1,-0.00041046859069823,-0.025,"PRE_1_-0.025g","PRE_1_-0.025g",19,138
"1401","JR161",267,2006,"PRM","Rhincalanus gigas",5,0.0024,1.19809071693145,-52.8061,-40.00328,1.53429366722703,7,0.0784897031711104,0.075,"PRM_7_0.075g","PRM_7_0.075g",6,150
"1404","JR161",214,2006,"ELC","Rhincalanus gigas",9,0.0124,6.1648293805574,-55.24562,-41.15184,1.6879360511899,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"1406","JR161",218,2006,"KRA","Calanus simillimus",25,0.00084,0.413569976796644,-55.31128,-41.37365,1.44347058311105,6,-0.383450996473147,-0.375,"KRA_6_-0.375g","KRA_6_-0.375g",15,116
"1407","JR161",201,2006,"ELC","Rhincalanus gigas",2,0.0095,4.6763088503302,-55.2144,-41.56429,1.52443008497357,6,0.669903186742288,0.675,"ELC_6_0.675g","ELC_6_0.675g",41,11
"1408","JR161",275,2006,"GYR","Rhincalanus gigas",1,0.016,7.87173153654415,-50.10324,-38.12951,3.62510454207659,8,0.89607027417003,0.875,"GYR_8_0.875g","GYR_8_0.875g",7,105
"1410","JR161",218,2006,"KRA","Calanus simillimus",8,0.001,0.489086953231024,-55.31128,-41.37365,1.44347058311105,6,-0.310613922162047,-0.325,"KRA_6_-0.325g","KRA_6_-0.325g",8,115
"1413","JR161",217,2006,"KRA","Paraeuchaeta spp",5,0.005,2.43769099935794,-55.148,-41.24559,1.86213570311666,6,0.386978653793115,0.375,"KRA_6_0.375g","KRA_6_0.375g",10,121
"1417","JR161",253,2006,"PRM","Crustacea indet",1,0.003,1.43680517674727,-53.03058,-40.51789,1.38421584516764,7,0.157397884070392,0.175,"PRM_7_0.175g","PRM_7_0.175g",7,151
"1418","JR161",267,2006,"PRM","Candacia spp",1,0.003,1.43680517674727,-52.8061,-40.00328,1.53429366722703,7,0.157397884070392,0.175,"PRM_7_0.175g","PRM_7_0.175g",7,151
"1421","JR161",273,2006,"KRA","Metridia spp",5,0.0012,0.573307735657736,-49.96331,-37.96272,3.48906523436308,8,-0.241612198237878,-0.225,"KRA_8_-0.225g","KRA_8_-0.225g",17,127
"1422","JR161",136,2006,"ELN","Calanus propinquus",1,0.006,2.86610939976429,-59.5633,-44.26847,-1.54875940158963,4,0.457292763453921,0.475,"ELN_4_0.475g","ELN_4_0.475g",12,37
"1427","JR161",43,2006,"PRE","Rhincalanus gigas",1,0.002,0.935213787711472,-57.53066,-50.50526,-0.642872381955385,1,-0.029089099062993,-0.025,"PRE_1_-0.025g","PRE_1_-0.025g",19,138
"1428","JR161",43,2006,"PRE","Calanoides acutus",1,0.002,0.935213787711472,-57.53066,-50.50526,-0.642872381955385,1,-0.029089099062993,-0.025,"PRE_1_-0.025g","PRE_1_-0.025g",19,138
"1429","JR161",43,2006,"PRE","Rhincalanus gigas",1,0.002,0.935213787711472,-57.53066,-50.50526,-0.642872381955385,1,-0.029089099062993,-0.025,"PRE_1_-0.025g","PRE_1_-0.025g",19,138
"1430","JR161",43,2006,"PRE","Calanus propinquus",1,0.002,0.935213787711472,-57.53066,-50.50526,-0.642872381955385,1,-0.029089099062993,-0.025,"PRE_1_-0.025g","PRE_1_-0.025g",19,138
"1431","JR161",56,2006,"KRA","Calanus propinquus",2,0.0055,2.55635108379839,-57.76618,-50.54229,-0.839826634526253,1,0.407620498659147,0.425,"KRA_1_0.425g","KRA_1_0.425g",12,108
"1432","JR161",273,2006,"KRA","Rhincalanus gigas",7,0.005,2.3227716965597,-49.96331,-37.96272,3.48906523436308,8,0.366006525427917,0.375,"KRA_8_0.375g","KRA_8_0.375g",6,133
"1433","JR161",275,2006,"KRA","Calanus propinquus",3,0.00167,0.769777971357519,-50.10324,-38.12951,3.62510454207659,8,-0.113634521215914,-0.125,"KRA_8_-0.125g","KRA_8_-0.125g",15,126
"1440","JR161",218,2006,"KRA","Thysanoessa spp",12,0.000833,0.378925792509711,-55.31128,-41.37365,1.44347058311105,6,-0.421445832404069,-0.425,"KRA_6_-0.425g","KRA_6_-0.425g",11,117
"1444","JR161",214,2006,"PRM","Rhincalanus gigas",1,0.003,1.35408252786778,-55.24562,-41.15184,1.6879360511899,6,0.131645134293982,0.125,"PRM_6_0.125g","PRM_6_0.125g",6,148
"1445","JR161",273,2006,"KRA","Metridia spp",3,0.001,0.450270421398472,-49.96331,-37.96272,3.48906523436308,8,-0.346526581230144,-0.325,"KRA_8_-0.325g","KRA_8_-0.325g",12,128
"1446","JR161",136,2006,"GYR","Thysanoessa spp",1,0.021,9.41979578880344,-59.5633,-44.26847,-1.54875940158963,4,0.974041487850507,0.975,"GYR_4_0.975g","GYR_4_0.975g",6,91
"1448","JR161",43,2006,"PRM","Rhincalanus gigas",5,0.0034,1.52275607407016,-57.53066,-50.50526,-0.642872381955385,1,0.182630340519473,0.175,"PRM_1_0.175g","PRM_1_0.175g",12,141
"1449","JR161",157,2006,"KRA","Primno macropa",1,0.006,2.67881240874786,-57.4469,-42.62638,-0.918442314863205,5,0.427942302000084,0.425,"KRA_5_0.425g","KRA_5_0.425g",6,114
"1450","JR161",218,2006,"KRA","Calanoides acutus",41,0.000927,0.413569976796644,-55.31128,-41.37365,1.44347058311105,6,-0.383450996473147,-0.375,"KRA_6_-0.375g","KRA_6_-0.375g",15,116
"1452","JR161",283,2006,"LAC","Rhincalanus gigas",1,0.004,1.76494533025469,-49.99484,-37.98122,3.3937009960413,8,0.246731257521898,0.225,"LAC_8_0.225g","LAC_8_0.225g",8,137
"1457","JR161",283,2006,"KRA","Eucalanus",3,0.00167,0.717006922226459,-49.99484,-37.98122,3.3937009960413,8,-0.144476651486675,-0.125,"KRA_8_-0.125g","KRA_8_-0.125g",15,126
"1458","JR161",217,2006,"KRA","Eucalanus",1,0.003,1.28827765143076,-55.148,-41.24559,1.86213570311666,6,0.11000947287572,0.125,"KRA_6_0.125g","KRA_6_0.125g",7,119
"1460","JR161",214,2006,"ELC","Thysanoessa spp",1,0.0123,5.28136225847233,-55.24562,-41.15184,1.6879360511899,6,0.722745957577448,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"1461","JR161",56,2006,"KRA","Thysanoessa spp",3,0.006,2.55635108379839,-57.76618,-50.54229,-0.839826634526253,1,0.407620498659147,0.425,"KRA_1_0.425g","KRA_1_0.425g",12,108
"1462","JR161",214,2006,"PRE","Thysanoessa spp",3,0.00267,1.13522737384077,-55.24562,-41.15184,1.6879360511899,6,0.0550828547579631,0.075,"PRE_6_0.075g","PRE_6_0.075g",18,139
"1463","JR161",214,2006,"PRM","Rhincalanus gigas",4,0.003,1.27453035021983,-55.24562,-41.15184,1.6879360511899,6,0.105350181724516,0.125,"PRM_6_0.125g","PRM_6_0.125g",6,148
"1464","JR161",56,2006,"PRM","Rhincalanus gigas",2,0.005,2.10947217686284,-57.76618,-50.54229,-0.839826634526253,1,0.324173801576338,0.325,"PRM_1_0.325g","PRM_1_0.325g",14,142
"1465","JR161",159,2006,"GYR","Thysanoessa spp",1,0.026,10.8579407200002,-57.27877,-42.7514,-0.866804996877909,5,1.03574746625251,1.025,"GYR_5_1.025g","GYR_5_1.025g",7,94
"1466","JR161",217,2006,"KRA","Rhincalanus gigas",27,0.00481,1.99985415107186,-55.148,-41.24559,1.86213570311666,6,0.3009983238168,0.325,"KRA_6_0.325g","KRA_6_0.325g",12,120
"1467","JR161",56,2006,"PRM","Rhincalanus gigas",3,0.00367,1.52275607407016,-57.76618,-50.54229,-0.839826634526253,1,0.182630340519473,0.175,"PRM_1_0.175g","PRM_1_0.175g",12,141
"1470","JR161",218,2006,"KRA","Clausocalanus spp",1,0.001,0.413569976796644,-55.31128,-41.37365,1.44347058311105,6,-0.383450996473147,-0.375,"KRA_6_-0.375g","KRA_6_-0.375g",15,116
"1471","JR161",218,2006,"KRA","Clausocalanus spp",1,0.001,0.413569976796644,-55.31128,-41.37365,1.44347058311105,6,-0.383450996473147,-0.375,"KRA_6_-0.375g","KRA_6_-0.375g",15,116
"1472","JR161",218,2006,"KRA","Microcalanus",1,0.001,0.413569976796644,-55.31128,-41.37365,1.44347058311105,6,-0.383450996473147,-0.375,"KRA_6_-0.375g","KRA_6_-0.375g",15,116
"1473","JR161",218,2006,"KRA","Metridia spp",5,0.001,0.413569976796644,-55.31128,-41.37365,1.44347058311105,6,-0.383450996473147,-0.375,"KRA_6_-0.375g","KRA_6_-0.375g",15,116
"1474","JR161",218,2006,"KRA","Clausocalanus spp",1,0.001,0.413569976796644,-55.31128,-41.37365,1.44347058311105,6,-0.383450996473147,-0.375,"KRA_6_-0.375g","KRA_6_-0.375g",15,116
"1476","JR161",273,2006,"KRA","Calanus simillimus",5,0.0014,0.573307735657736,-49.96331,-37.96272,3.48906523436308,8,-0.241612198237878,-0.225,"KRA_8_-0.225g","KRA_8_-0.225g",17,127
"1477","JR161",267,2006,"PRM","Rhincalanus gigas",10,0.0044,1.8005538549384,-52.8061,-40.00328,1.53429366722703,7,0.255406115739397,0.275,"PRM_7_0.275g","PRM_7_0.275g",8,152
"1479","JR161",267,2006,"KRA","Thysanoessa spp",2,0.006,2.43769099935794,-52.8061,-40.00328,1.53429366722703,7,0.386978653793115,0.375,"KRA_7_0.375g","KRA_7_0.375g",7,124
"1481","JR161",136,2006,"GYR","Thysanoessa spp",1,0.024,9.6963926412231,-59.5633,-44.26847,-1.54875940158963,4,0.986610193297458,0.975,"GYR_4_0.975g","GYR_4_0.975g",6,91
"1483","JR161",283,2006,"KRA","Eucalanus spp",13,0.00154,0.618831787137829,-49.99484,-37.98122,3.3937009960413,8,-0.208427386271971,-0.225,"KRA_8_-0.225g","KRA_8_-0.225g",17,127
"1484","JR161",56,2006,"PRM","Rhincalanus gigas",2,0.005,2.00294643382266,-57.76618,-50.54229,-0.839826634526253,1,0.301669334812144,0.325,"PRM_1_0.325g","PRM_1_0.325g",14,142
"1485","JR161",214,2006,"PRM","Pleuromamma robusta",2,0.003,1.19809071693145,-55.24562,-41.15184,1.6879360511899,6,0.0784897031711104,0.075,"PRM_6_0.075g","PRM_6_0.075g",11,147
"1486","JR161",214,2006,"PRM","Paraeuchaeta spp",2,0.003,1.19809071693145,-55.24562,-41.15184,1.6879360511899,6,0.0784897031711104,0.075,"PRM_6_0.075g","PRM_6_0.075g",11,147
"1491","JR161",218,2006,"KRA","Calanoides acutus",25,8e-04,0.315567052528529,-55.31128,-41.37365,1.44347058311105,6,-0.500908346565289,-0.525,"KRA_6_-0.525g","KRA_6_-0.525g",6,118
"1494","JR161",56,2006,"KRA","Primno macropa",1,0.009,3.49679422483153,-57.76618,-50.54229,-0.839826634526253,1,0.543670076218422,0.525,"KRA_1_0.525g","KRA_1_0.525g",6,109
"1495","JR161",273,2006,"KRA","Thysanoessa spp",12,0.00517,1.99985415107186,-49.96331,-37.96272,3.48906523436308,8,0.3009983238168,0.325,"KRA_8_0.325g","KRA_8_0.325g",6,132
"1496","JR161",275,2006,"KRA","Eucalanus",1,0.002,0.769777971357519,-50.10324,-38.12951,3.62510454207659,8,-0.113634521215914,-0.125,"KRA_8_-0.125g","KRA_8_-0.125g",15,126
"1498","JR161",56,2006,"PRM","Calanus propinquus",1,0.004,1.52275607407016,-57.76618,-50.54229,-0.839826634526253,1,0.182630340519473,0.175,"PRM_1_0.175g","PRM_1_0.175g",12,141
"1502","JR161",218,2006,"KRA","Clausocalanus spp",1,0.001,0.378925792509711,-55.31128,-41.37365,1.44347058311105,6,-0.421445832404069,-0.425,"KRA_6_-0.425g","KRA_6_-0.425g",11,117
"1503","JR161",218,2006,"KRA","Metridia spp",1,0.001,0.378925792509711,-55.31128,-41.37365,1.44347058311105,6,-0.421445832404069,-0.425,"KRA_6_-0.425g","KRA_6_-0.425g",11,117
"1504","JR161",214,2006,"PRE","Calanus simillimus",1,0.003,1.13522737384077,-55.24562,-41.15184,1.6879360511899,6,0.0550828547579631,0.075,"PRE_6_0.075g","PRE_6_0.075g",18,139
"1505","JR161",275,2006,"KRA","Calanus simillimus",23,0.00204,0.769777971357519,-50.10324,-38.12951,3.62510454207659,8,-0.113634521215914,-0.125,"KRA_8_-0.125g","KRA_8_-0.125g",15,126
"1506","JR161",217,2006,"PRM","Gadius spp",1,0.003,1.12470554788511,-55.148,-41.24559,1.86213570311666,6,0.051038837410214,0.075,"PRM_6_0.075g","PRM_6_0.075g",11,147
"1507","JR161",265,2006,"GYF","Thysanoessa spp",5,0.0102,3.79749259357619,-52.90536,-40.4035,1.45501878708601,7,0.579496935511222,0.575,"GYF_7_0.575g","GYF_7_0.575g",7,58
"1508","JR161",56,2006,"PRM","Rhincalanus gigas",3,0.00567,2.10947217686284,-57.76618,-50.54229,-0.839826634526253,1,0.324173801576338,0.325,"PRM_1_0.325g","PRM_1_0.325g",14,142
"1510","JR161",253,2006,"PRM","Thysanoessa spp",1,0.006,2.21962668919746,-53.03058,-40.51789,1.38421584516764,7,0.346279938209842,0.325,"PRM_7_0.325g","PRM_7_0.325g",11,153
"1511","JR161",214,2006,"ELC","Euphausiid indet",1,0.02,7.39851104143699,-55.24562,-41.15184,1.6879360511899,6,0.869144326277936,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"1512","JR161",275,2006,"GYR","Pteropoda indet",1,0.004,1.47818148273162,-50.10324,-38.12951,3.62510454207659,8,0.169727757543485,0.175,"GYR_8_0.175g","GYR_8_0.175g",6,103
"1518","JR161",218,2006,"KRA","Calanoides acutus",46,0.00087,0.315567052528529,-55.31128,-41.37365,1.44347058311105,6,-0.500908346565289,-0.525,"KRA_6_-0.525g","KRA_6_-0.525g",6,118
"1522","JR161",118,2006,"ELN","Euphausia superba",1,0.016,5.76426508790454,-60.44744,-44.30547,-1.87091278731823,3,0.760743945002274,0.775,"ELN_3_0.775g","ELN_3_0.775g",6,31
"1523","JR161",134,2006,"ELN","Euphausia frigida",1,0.016,5.76426508790454,-59.65979,-44.04981,-1.60779440626502,4,0.760743945002274,0.775,"ELN_4_0.775g","ELN_4_0.775g",8,39
"1524","JR161",201,2006,"ELC","Euphausiid indet",1,0.018,6.39984528434173,-55.2144,-41.56429,1.52443008497357,6,0.806169475082508,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"1527","JR161",283,2006,"LAC","Rhincalanus gigas",1,0.005,1.76494533025469,-49.99484,-37.98122,3.3937009960413,8,0.246731257521898,0.225,"LAC_8_0.225g","LAC_8_0.225g",8,137
"1529","JR161",275,2006,"PRM","Pleuromamma robusta",1,0.006,2.10947217686284,-50.10324,-38.12951,3.62510454207659,8,0.324173801576338,0.325,"PRM_8_0.325g","PRM_8_0.325g",14,157
"1530","JR161",43,2006,"PRE","Rhincalanus gigas",3,0.00267,0.935213787711472,-57.53066,-50.50526,-0.642872381955385,1,-0.029089099062993,-0.025,"PRE_1_-0.025g","PRE_1_-0.025g",19,138
"1532","JR161",275,2006,"PRM","Oithona spp",1,0.001,0.350451132549157,-50.10324,-38.12951,3.62510454207659,8,-0.455372532173361,-0.475,"PRM_8_-0.475g","PRM_8_-0.475g",8,154
"1533","JR161",275,2006,"PRM","Metridia spp",2,0.001,0.350451132549157,-50.10324,-38.12951,3.62510454207659,8,-0.455372532173361,-0.475,"PRM_8_-0.475g","PRM_8_-0.475g",8,154
"1536","JR161",273,2006,"KRA","Calanus simillimus",4,0.00575,1.99985415107186,-49.96331,-37.96272,3.48906523436308,8,0.3009983238168,0.325,"KRA_8_0.325g","KRA_8_0.325g",6,132
"1537","JR161",136,2006,"GYR","Thysanoessa spp",1,0.02,6.94179673083606,-59.5633,-44.26847,-1.54875940158963,4,0.841471892543588,0.825,"GYR_4_0.825g","GYR_4_0.825g",7,90
"1538","JR161",273,2006,"KRA","Metridia spp",2,0.001,0.346278072505666,-49.96331,-37.96272,3.48906523436308,8,-0.460575008569797,-0.475,"KRA_8_-0.475g","KRA_8_-0.475g",6,129
"1539","JR161",283,2006,"KRA","Metridia spp",7,0.001,0.346278072505666,-49.99484,-37.98122,3.3937009960413,8,-0.460575008569797,-0.475,"KRA_8_-0.475g","KRA_8_-0.475g",6,129
"1543","JR161",214,2006,"ELC","Rhincalanus gigas",2,0.0154,5.28136225847233,-55.24562,-41.15184,1.6879360511899,6,0.722745957577448,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"1544","JR161",214,2006,"ELC","Paraeuchaeta spp",2,0.0154,5.28136225847233,-55.24562,-41.15184,1.6879360511899,6,0.722745957577448,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"1545","JR161",214,2006,"PRM","Rhincalanus gigas",2,0.0035,1.19809071693145,-55.24562,-41.15184,1.6879360511899,6,0.0784897031711104,0.075,"PRM_6_0.075g","PRM_6_0.075g",11,147
"1546","JR161",214,2006,"PRM","Rhincalanus gigas",4,0.0035,1.19809071693145,-55.24562,-41.15184,1.6879360511899,6,0.0784897031711104,0.075,"PRM_6_0.075g","PRM_6_0.075g",11,147
"1549","JR161",201,2006,"ELC","Thysanoessa spp",2,0.0225,7.66316122352831,-55.2144,-41.56429,1.52443008497357,6,0.884407962676893,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"1552","JR161",214,2006,"ELC","Rhincalanus gigas",2,0.019,6.39984528434173,-55.24562,-41.15184,1.6879360511899,6,0.806169475082508,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"1553","JR161",91,2006,"ELN","Aetidius spp",1,0.004,1.34562396055413,-60.64292,-48.72767,-1.8521866299212,2,0.128923711690904,0.125,"ELN_2_0.125g","ELN_2_0.125g",6,28
"1554","JR161",214,2006,"ELC","Rhincalanus gigas",2,0.0145,4.87264722146372,-55.24562,-41.15184,1.6879360511899,6,0.687764969699028,0.675,"ELC_6_0.675g","ELC_6_0.675g",41,11
"1558","JR161",43,2006,"ELC","Thysanoessa spp",2,0.0155,5.07430922500654,-57.53066,-50.50526,-0.642872381955385,1,0.705376929307077,0.725,"ELC_1_0.725g","ELC_1_0.725g",17,1
"1561","JR161",214,2006,"ELC","Paraeuchaeta spp",1,0.0213,6.88732432596426,-55.24562,-41.15184,1.6879360511899,6,0.838050534511407,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"1562","JR161",283,2006,"KRA","Rhincalanus gigas",1,0.005,1.61800363018171,-49.99484,-37.98122,3.3937009960413,8,0.208979491668167,0.225,"KRA_8_0.225g","KRA_8_0.225g",9,131
"1563","JR161",283,2006,"KRA","Eucalanus",1,0.005,1.61800363018171,-49.99484,-37.98122,3.3937009960413,8,0.208979491668167,0.225,"KRA_8_0.225g","KRA_8_0.225g",9,131
"1565","JR161",273,2006,"KRA","Rhincalanus gigas",5,0.0062,1.99985415107186,-49.96331,-37.96272,3.48906523436308,8,0.3009983238168,0.325,"KRA_8_0.325g","KRA_8_0.325g",6,132
"1567","JR161",136,2006,"ELN","Pteropoda indet",1,0.009,2.86610939976429,-59.5633,-44.26847,-1.54875940158963,4,0.457292763453921,0.475,"ELN_4_0.475g","ELN_4_0.475g",12,37
"1568","JR161",43,2006,"PRM","Paraeuchaeta spp",1,0.007,2.21962668919746,-57.53066,-50.50526,-0.642872381955385,1,0.346279938209842,0.325,"PRM_1_0.325g","PRM_1_0.325g",14,142
