"","Cruise","Event","Year","Fish_Species_Code","Prey","Prey_Count","Mean_Prey_Mass__g_","Fish_Mass_g_","Lat","Lon","SST","location_group","fish_mass_log10","log_10_fish_class_bin","Statistical.Fish.ID.mass","Statistical_Fish_ID_mass","n_prey_items","ID_Pred_new"
"1570","JR161",267,2006,"LAC","Rhincalanus gigas",1,0.005,1.58130262144211,-52.8061,-40.00328,1.53429366722703,7,0.199014990897245,0.175,"LAC_7_0.175g","LAC_7_0.175g",10,135
"1571","JR161",267,2006,"LAC","Calanus propinquus",1,0.005,1.58130262144211,-52.8061,-40.00328,1.53429366722703,7,0.199014990897245,0.175,"LAC_7_0.175g","LAC_7_0.175g",10,135
"1572","JR161",273,2006,"LAC","Pleuromamma robusta",1,0.005,1.58130262144211,-49.96331,-37.96272,3.48906523436308,8,0.199014990897245,0.175,"LAC_8_0.175g","LAC_8_0.175g",9,136
"1574","JR161",283,2006,"KRA","Rhincalanus gigas",1,0.001,0.315567052528529,-49.99484,-37.98122,3.3937009960413,8,-0.500908346565289,-0.525,"KRA_8_-0.525g","KRA_8_-0.525g",6,130
"1575","JR161",283,2006,"KRA","Calanoides acutus",2,0.001,0.315567052528529,-49.99484,-37.98122,3.3937009960413,8,-0.500908346565289,-0.525,"KRA_8_-0.525g","KRA_8_-0.525g",6,130
"1576","JR161",283,2006,"KRA","Metridia spp",5,0.001,0.315567052528529,-49.99484,-37.98122,3.3937009960413,8,-0.500908346565289,-0.525,"KRA_8_-0.525g","KRA_8_-0.525g",6,130
"1577","JR161",43,2006,"PRE","Euphausiid indet",1,0.003,0.935213787711472,-57.53066,-50.50526,-0.642872381955385,1,-0.029089099062993,-0.025,"PRE_1_-0.025g","PRE_1_-0.025g",19,138
"1578","JR161",275,2006,"GYR","Rhincalanus gigas",1,0.005,1.55752954512184,-50.10324,-38.12951,3.62510454207659,8,0.192436293637262,0.175,"GYR_8_0.175g","GYR_8_0.175g",6,103
"1579","JR161",283,2006,"KRA","Rhincalanus gigas",32,0.00184,0.573307735657736,-49.99484,-37.98122,3.3937009960413,8,-0.241612198237878,-0.225,"KRA_8_-0.225g","KRA_8_-0.225g",17,127
"1580","JR161",283,2006,"KRA","Calanus simillimus",3,0.002,0.618831787137829,-49.99484,-37.98122,3.3937009960413,8,-0.208427386271971,-0.225,"KRA_8_-0.225g","KRA_8_-0.225g",17,127
"1583","JR161",43,2006,"PRM","Euphausiid indet",1,0.005,1.52275607407016,-57.53066,-50.50526,-0.642872381955385,1,0.182630340519473,0.175,"PRM_1_0.175g","PRM_1_0.175g",12,141
"1584","JR161",56,2006,"PRM","Rhincalanus gigas",1,0.005,1.52275607407016,-57.76618,-50.54229,-0.839826634526253,1,0.182630340519473,0.175,"PRM_1_0.175g","PRM_1_0.175g",12,141
"1585","JR161",218,2006,"KRA","Calanus simillimus",8,0.00125,0.378925792509711,-55.31128,-41.37365,1.44347058311105,6,-0.421445832404069,-0.425,"KRA_6_-0.425g","KRA_6_-0.425g",11,117
"1588","JR161",214,2006,"PRM","Thysanoessa spp",2,0.004,1.19809071693145,-55.24562,-41.15184,1.6879360511899,6,0.0784897031711104,0.075,"PRM_6_0.075g","PRM_6_0.075g",11,147
"1589","JR161",267,2006,"LAC","Calanus simillimus",1,0.005,1.49397507576699,-52.8061,-40.00328,1.53429366722703,7,0.174343352133225,0.175,"LAC_7_0.175g","LAC_7_0.175g",10,135
"1590","JR161",142,2006,"ELN","Euphausiid indet",1,0.021,6.26204365820296,-59.66625,-44.05962,-1.60779440626502,4,0.796716091139494,0.775,"ELN_4_0.775g","ELN_4_0.775g",8,39
"1591","JR161",159,2006,"GYN","Thysanoessa spp",1,0.084,24.8689865219451,-57.27877,-42.7514,-0.866804996877909,5,1.39565808696293,1.375,"GYN_5_1.375g","GYN_5_1.375g",7,67
"1592","JR161",201,2006,"ELC","Thysanoessa spp",1,0.025,7.39851104143699,-55.2144,-41.56429,1.52443008497357,6,0.869144326277936,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"1593","JR161",201,2006,"ELC","Themisto gaudichaudii",1,0.025,7.39851104143699,-55.2144,-41.56429,1.52443008497357,6,0.869144326277936,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"1594","JR161",275,2006,"GYR","Candacia spp",1,0.005,1.47818148273162,-50.10324,-38.12951,3.62510454207659,8,0.169727757543485,0.175,"GYR_8_0.175g","GYR_8_0.175g",6,103
"1596","JR161",199,2006,"KRA","Calanus propinquus",1,0.01,2.93538070074117,-55.20644,-41.25129,1.8019776172936,6,0.467664434547564,0.475,"KRA_6_0.475g","KRA_6_0.475g",18,123
"1597","JR161",218,2006,"KRA","Calanus simillimus",3,0.00167,0.489086953231024,-55.31128,-41.37365,1.44347058311105,6,-0.310613922162047,-0.325,"KRA_6_-0.325g","KRA_6_-0.325g",8,115
"1599","JR161",275,2006,"PRM","Thysanoessa spp",1,0.008,2.33346666305116,-50.10324,-38.12951,3.62510454207659,8,0.368001600740205,0.375,"PRM_8_0.375g","PRM_8_0.375g",9,158
"1600","JR161",136,2006,"GYR","Thysanoessa spp",1,0.05,14.5320996834744,-59.5633,-44.26847,-1.54875940158963,4,1.16232836825993,1.175,"GYR_4_1.175g","GYR_4_1.175g",8,92
"1601","JR161",136,2006,"GYR","Pteropoda indet",1,0.049,14.1676789302252,-59.5633,-44.26847,-1.54875940158963,4,1.15129870625574,1.175,"GYR_4_1.175g","GYR_4_1.175g",8,92
"1602","JR161",136,2006,"ELN","Pteropoda indet",1,0.006,1.73089927754517,-59.5633,-44.26847,-1.54875940158963,4,0.238271796657001,0.225,"ELN_4_0.225g","ELN_4_0.225g",6,35
"1604","JR161",283,2006,"KRA","Calanoid copepod",1,0.001,0.286733001044172,-49.99484,-37.98122,3.3937009960413,8,-0.542522319796519,-0.525,"KRA_8_-0.525g","KRA_8_-0.525g",6,130
"1605","JR161",273,2006,"KRA","Ctenocalanus spp",2,0.002,0.573307735657736,-49.96331,-37.96272,3.48906523436308,8,-0.241612198237878,-0.225,"KRA_8_-0.225g","KRA_8_-0.225g",17,127
"1607","JR161",275,2006,"GYR","Pleuromamma robusta",1,0.002,0.552479463694164,-50.10324,-38.12951,3.62510454207659,8,-0.257683860575091,-0.275,"GYR_8_-0.275g","GYR_8_-0.275g",14,102
"1608","JR161",275,2006,"GYR","Calanus simillimus",1,0.002,0.552479463694164,-50.10324,-38.12951,3.62510454207659,8,-0.257683860575091,-0.275,"GYR_8_-0.275g","GYR_8_-0.275g",14,102
"1612","JR161",214,2006,"ELC","Thysanoessa spp",1,0.025,6.64065467688996,-55.24562,-41.15184,1.6879360511899,6,0.822210896919996,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"1613","JR161",201,2006,"ELC","Themisto gaudichaudii",1,0.02,5.28136225847233,-55.2144,-41.56429,1.52443008497357,6,0.722745957577448,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"1615","JR161",273,2006,"LAC","Calanus simillimus",1,0.006,1.58130262144211,-49.96331,-37.96272,3.48906523436308,8,0.199014990897245,0.175,"LAC_8_0.175g","LAC_8_0.175g",9,136
"1617","JR161",214,2006,"GYF","Thysanoessa spp",2,0.0115,3.01824199966491,-55.24562,-41.15184,1.6879360511899,6,0.47975405813858,0.475,"GYF_6_0.475g","GYF_6_0.475g",8,56
"1621","JR161",217,2006,"KRA","Rhincalanus gigas",2,0.005,1.28827765143076,-55.148,-41.24559,1.86213570311666,6,0.11000947287572,0.125,"KRA_6_0.125g","KRA_6_0.125g",7,119
"1622","JR161",214,2006,"PRM","Thysanoessa spp",1,0.007,1.8005538549384,-55.24562,-41.15184,1.6879360511899,6,0.255406115739397,0.275,"PRM_6_0.275g","PRM_6_0.275g",6,149
"1623","JR161",275,2006,"PRM","Thysanoessa spp",1,0.007,1.8005538549384,-50.10324,-38.12951,3.62510454207659,8,0.255406115739397,0.275,"PRM_8_0.275g","PRM_8_0.275g",17,156
"1624","JR161",275,2006,"GYR","Euphausiid indet",1,0.002,0.513479926550555,-50.10324,-38.12951,3.62510454207659,8,-0.289476529591,-0.275,"GYR_8_-0.275g","GYR_8_-0.275g",14,102
"1625","JR161",275,2006,"GYR","Pleuromamma robusta",1,0.002,0.513479926550555,-50.10324,-38.12951,3.62510454207659,8,-0.289476529591,-0.275,"GYR_8_-0.275g","GYR_8_-0.275g",14,102
"1626","JR161",214,2006,"PRE","Paraeuchaeta spp",1,0.005,1.28310817636797,-55.24562,-41.15184,1.6879360511899,6,0.108263272446023,0.125,"PRE_6_0.125g","PRE_6_0.125g",6,140
"1627","JR161",275,2006,"KRA","Rhincalanus gigas",4,0.003,0.769777971357519,-50.10324,-38.12951,3.62510454207659,8,-0.113634521215914,-0.125,"KRA_8_-0.125g","KRA_8_-0.125g",15,126
"1628","JR161",199,2006,"KRA","Paraeuchaeta spp",1,0.01,2.55635108379839,-55.20644,-41.25129,1.8019776172936,6,0.407620498659147,0.425,"KRA_6_0.425g","KRA_6_0.425g",11,122
"1629","JR161",267,2006,"KRA","Thysanoessa spp",16,0.00956,2.43769099935794,-52.8061,-40.00328,1.53429366722703,7,0.386978653793115,0.375,"KRA_7_0.375g","KRA_7_0.375g",7,124
"1630","JR161",218,2006,"KRA","Rhincalanus gigas",2,0.0015,0.378925792509711,-55.31128,-41.37365,1.44347058311105,6,-0.421445832404069,-0.425,"KRA_6_-0.425g","KRA_6_-0.425g",11,117
"1631","JR161",136,2006,"GYR","Pteropoda indet",1,0.014,3.52308804775124,-59.5633,-44.26847,-1.54875940158963,4,0.546923497048595,0.525,"GYR_4_0.525g","GYR_4_0.525g",9,88
"1632","JR161",136,2006,"GYR","Thysanoessa spp",1,0.014,3.52308804775124,-59.5633,-44.26847,-1.54875940158963,4,0.546923497048595,0.525,"GYR_4_0.525g","GYR_4_0.525g",9,88
"1635","JR161",283,2006,"GYF","Chaetognatha indet",1,0.031,7.75054093081059,-49.99484,-37.98122,3.3937009960413,8,0.889332014127985,0.875,"GYF_8_0.875g","GYF_8_0.875g",9,60
"1638","JR161",136,2006,"ELN","Pteropoda indet",16,0.00475,1.17739678910019,-59.5633,-44.26847,-1.54875940158963,4,0.0709228471055264,0.075,"ELN_4_0.075g","ELN_4_0.075g",7,33
"1639","JR161",273,2006,"KRA","Eucalanus spp",17,0.00182,0.450270421398472,-49.96331,-37.96272,3.48906523436308,8,-0.346526581230144,-0.325,"KRA_8_-0.325g","KRA_8_-0.325g",12,128
"1642","JR161",283,2006,"KRA","Calanus simillimus",1,0.003,0.717006922226459,-49.99484,-37.98122,3.3937009960413,8,-0.144476651486675,-0.125,"KRA_8_-0.125g","KRA_8_-0.125g",15,126
"1644","JR161",43,2006,"PRE","Pleuromamma robusta",2,0.004,0.935213787711472,-57.53066,-50.50526,-0.642872381955385,1,-0.029089099062993,-0.025,"PRE_1_-0.025g","PRE_1_-0.025g",19,138
"1645","JR161",275,2006,"PRM","Rhincalanus gigas",2,0.0015,0.350451132549157,-50.10324,-38.12951,3.62510454207659,8,-0.455372532173361,-0.475,"PRM_8_-0.475g","PRM_8_-0.475g",8,154
"1649","JR161",214,2006,"PRE","Thysanoessa spp",5,0.0056,1.28310817636797,-55.24562,-41.15184,1.6879360511899,6,0.108263272446023,0.125,"PRE_6_0.125g","PRE_6_0.125g",6,140
"1650","JR161",136,2006,"GYR","Pleuromamma robusta",2,0.0155,3.52308804775124,-59.5633,-44.26847,-1.54875940158963,4,0.546923497048595,0.525,"GYR_4_0.525g","GYR_4_0.525g",9,88
"1651","JR161",214,2006,"PRE","Thysanoessa spp",3,0.005,1.13522737384077,-55.24562,-41.15184,1.6879360511899,6,0.0550828547579631,0.075,"PRE_6_0.075g","PRE_6_0.075g",18,139
"1652","JR161",214,2006,"PRE","Euphausiid indet",1,0.005,1.13522737384077,-55.24562,-41.15184,1.6879360511899,6,0.0550828547579631,0.075,"PRE_6_0.075g","PRE_6_0.075g",18,139
"1653","JR161",283,2006,"KRA","Rhincalanus gigas",12,0.00217,0.489086953231024,-49.99484,-37.98122,3.3937009960413,8,-0.310613922162047,-0.325,"KRA_8_-0.325g","KRA_8_-0.325g",12,128
"1654","JR161",253,2006,"GYR","Euphausiid indet",1,0.027,6.089392470672,-53.03058,-40.51789,1.38421584516764,7,0.784573965901168,0.775,"GYR_7_0.775g","GYR_7_0.775g",6,98
"1655","JR161",283,2006,"KRA","Pleuromamma robusta",1,0.002,0.450270421398472,-49.99484,-37.98122,3.3937009960413,8,-0.346526581230144,-0.325,"KRA_8_-0.325g","KRA_8_-0.325g",12,128
"1656","JR161",283,2006,"KRA","Calanus simillimus",1,0.002,0.450270421398472,-49.99484,-37.98122,3.3937009960413,8,-0.346526581230144,-0.325,"KRA_8_-0.325g","KRA_8_-0.325g",12,128
"1659","JR161",283,2006,"KRA","Thysanoessa spp",2,0.0115,2.55635108379839,-49.99484,-37.98122,3.3937009960413,8,0.407620498659147,0.425,"KRA_8_0.425g","KRA_8_0.425g",11,134
"1663","JR161",267,2006,"GYR","Calanoid copepod",1,0.03,6.50612516687769,-52.8061,-40.00328,1.53429366722703,7,0.813322414119737,0.825,"GYR_7_0.825g","GYR_7_0.825g",6,99
"1664","JR161",136,2006,"GYR","Euphausia superba",1,0.068,14.5320996834744,-59.5633,-44.26847,-1.54875940158963,4,1.16232836825993,1.175,"GYR_4_1.175g","GYR_4_1.175g",8,92
"1668","JR161",218,2006,"KRA","Calanoides acutus",33,0.00179,0.378925792509711,-55.31128,-41.37365,1.44347058311105,6,-0.421445832404069,-0.425,"KRA_6_-0.425g","KRA_6_-0.425g",11,117
"1671","JR161",199,2006,"KRA","Vibilia spp",1,0.014,2.93538070074117,-55.20644,-41.25129,1.8019776172936,6,0.467664434547564,0.475,"KRA_6_0.475g","KRA_6_0.475g",18,123
"1673","JR161",134,2006,"ELN","Pteropoda indet",5,0.0118,2.44326477179743,-59.65979,-44.04981,-1.60779440626502,4,0.387970533162466,0.375,"ELN_4_0.375g","ELN_4_0.375g",10,36
"1674","JR161",218,2006,"KRA","Themisto gaudichaudii",1,0.002,0.413569976796644,-55.31128,-41.37365,1.44347058311105,6,-0.383450996473147,-0.375,"KRA_6_-0.375g","KRA_6_-0.375g",15,116
"1677","JR161",114,2006,"ELN","Euphausiid indet",1,0.028,5.76426508790454,-60.45309,-44.43474,-1.86832481771708,3,0.760743945002274,0.775,"ELN_3_0.775g","ELN_3_0.775g",6,31
"1678","JR161",253,2006,"ELC","Euphausia frigida",2,0.03,6.1648293805574,-53.03058,-40.51789,1.38421584516764,7,0.789921061449543,0.775,"ELC_7_0.775g","ELC_7_0.775g",12,16
"1682","JR161",273,2006,"LAC","Rhincalanus gigas",1,0.008,1.58130262144211,-49.96331,-37.96272,3.48906523436308,8,0.199014990897245,0.175,"LAC_8_0.175g","LAC_8_0.175g",9,136
"1683","JR161",283,2006,"KRA","Calanus simillimus",14,0.00364,0.717006922226459,-49.99484,-37.98122,3.3937009960413,8,-0.144476651486675,-0.125,"KRA_8_-0.125g","KRA_8_-0.125g",15,126
"1687","JR161",275,2006,"GYR","Rhincalanus gigas",6,0.00267,0.513479926550555,-50.10324,-38.12951,3.62510454207659,8,-0.289476529591,-0.275,"GYR_8_-0.275g","GYR_8_-0.275g",14,102
"1688","JR161",273,2006,"KRA","Calanus simillimus",2,0.003,0.573307735657736,-49.96331,-37.96272,3.48906523436308,8,-0.241612198237878,-0.225,"KRA_8_-0.225g","KRA_8_-0.225g",17,127
"1689","JR161",136,2006,"GYR","Thysanoessa spp",1,0.048,9.14860263550468,-59.5633,-44.26847,-1.54875940158963,4,0.961354764663838,0.975,"GYR_4_0.975g","GYR_4_0.975g",6,91
"1691","JR161",275,2006,"PRM","Thysanoessa spp",1,0.008,1.52275607407016,-50.10324,-38.12951,3.62510454207659,8,0.182630340519473,0.175,"PRM_8_0.175g","PRM_8_0.175g",12,155
"1692","JR161",218,2006,"KRA","Metridia spp",3,0.002,0.378925792509711,-55.31128,-41.37365,1.44347058311105,6,-0.421445832404069,-0.425,"KRA_6_-0.425g","KRA_6_-0.425g",11,117
"1693","JR161",218,2006,"KRA","Calanus simillimus",1,0.002,0.378925792509711,-55.31128,-41.37365,1.44347058311105,6,-0.421445832404069,-0.425,"KRA_6_-0.425g","KRA_6_-0.425g",11,117
"1695","JR161",214,2006,"PRE","Thysanoessa spp",1,0.006,1.13522737384077,-55.24562,-41.15184,1.6879360511899,6,0.0550828547579631,0.075,"PRE_6_0.075g","PRE_6_0.075g",18,139
"1696","JR161",265,2006,"GYF","Thysanoessa spp",5,0.0146,2.74023124529857,-52.90536,-40.4035,1.45501878708601,7,0.437787214031879,0.425,"GYF_7_0.425g","GYF_7_0.425g",8,57
"1697","JR161",267,2006,"LAC","Thysanoessa spp",2,0.008,1.49397507576699,-52.8061,-40.00328,1.53429366722703,7,0.174343352133225,0.175,"LAC_7_0.175g","LAC_7_0.175g",10,135
"1699","JR161",275,2006,"GYR","Thysanoessa spp",1,0.008,1.47818148273162,-50.10324,-38.12951,3.62510454207659,8,0.169727757543485,0.175,"GYR_8_0.175g","GYR_8_0.175g",6,103
"1700","JR161",214,2006,"ELC","Rhincalanus gigas",2,0.0375,6.88732432596426,-55.24562,-41.15184,1.6879360511899,6,0.838050534511407,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"1702","JR161",267,2006,"PRM","Thysanoessa spp",1,0.01,1.8005538549384,-52.8061,-40.00328,1.53429366722703,7,0.255406115739397,0.275,"PRM_7_0.275g","PRM_7_0.275g",8,152
"1706","JR161",283,2006,"LAC","Rhincalanus gigas",1,0.009,1.61107349506644,-49.99484,-37.98122,3.3937009960413,8,0.207115352817572,0.225,"LAC_8_0.225g","LAC_8_0.225g",8,137
"1708","JR161",218,2006,"KRA","Calanus simillimus",3,0.00233,0.413569976796644,-55.31128,-41.37365,1.44347058311105,6,-0.383450996473147,-0.375,"KRA_6_-0.375g","KRA_6_-0.375g",15,116
"1709","JR161",267,2006,"LAC","Heterorhabdus spp",1,0.009,1.58130262144211,-52.8061,-40.00328,1.53429366722703,7,0.199014990897245,0.175,"LAC_7_0.175g","LAC_7_0.175g",10,135
"1710","JR161",275,2006,"PRM","Ostracoda indet",1,0.002,0.350451132549157,-50.10324,-38.12951,3.62510454207659,8,-0.455372532173361,-0.475,"PRM_8_-0.475g","PRM_8_-0.475g",8,154
"1713","JR161",136,2006,"ELN","Vibilia spp",1,0.014,2.44326477179743,-59.5633,-44.26847,-1.54875940158963,4,0.387970533162466,0.375,"ELN_4_0.375g","ELN_4_0.375g",10,36
"1714","JR161",273,2006,"KRA","Pleuromamma robusta",1,0.002,0.346278072505666,-49.96331,-37.96272,3.48906523436308,8,-0.460575008569797,-0.475,"KRA_8_-0.475g","KRA_8_-0.475g",6,129
"1717","JR161",59,2006,"KRA","Euphausiid indet",1,0.015,2.55635108379839,-57.73566,-50.44222,-0.826422905176878,1,0.407620498659147,0.425,"KRA_1_0.425g","KRA_1_0.425g",12,108
"1719","JR161",267,2006,"KRA","Thysanoessa spp",6,0.0182,3.06960866985248,-52.8061,-40.00328,1.53429366722703,7,0.487083012820366,0.475,"KRA_7_0.475g","KRA_7_0.475g",8,125
"1721","JR161",218,2006,"KRA","Rhincalanus gigas",4,0.0025,0.413569976796644,-55.31128,-41.37365,1.44347058311105,6,-0.383450996473147,-0.375,"KRA_6_-0.375g","KRA_6_-0.375g",15,116
"1725","JR161",214,2006,"ELC","Paraeuchaeta spp",1,0.0396,6.39984528434173,-55.24562,-41.15184,1.6879360511899,6,0.806169475082508,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"1726","JR161",214,2006,"ELC","Rhincalanus gigas",1,0.0396,6.39984528434173,-55.24562,-41.15184,1.6879360511899,6,0.806169475082508,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"1729","JR161",56,2006,"PRM","Paraeuchaeta spp",1,0.009,1.43680517674727,-57.76618,-50.54229,-0.839826634526253,1,0.157397884070392,0.175,"PRM_1_0.175g","PRM_1_0.175g",12,141
"1730","JR161",275,2006,"PRM","Thysanoessa spp",3,0.009,1.43680517674727,-50.10324,-38.12951,3.62510454207659,8,0.157397884070392,0.175,"PRM_8_0.175g","PRM_8_0.175g",12,155
"1731","JR161",275,2006,"PRM","Rhincalanus gigas",2,0.002,0.317896426768109,-50.10324,-38.12951,3.62510454207659,8,-0.497714353631671,-0.475,"PRM_8_-0.475g","PRM_8_-0.475g",8,154
"1732","JR161",273,2006,"LAC","Paraeuchaeta spp",2,0.01,1.58130262144211,-49.96331,-37.96272,3.48906523436308,8,0.199014990897245,0.175,"LAC_8_0.175g","LAC_8_0.175g",9,136
"1733","JR161",217,2006,"KRA","Crustacea indet",1,0.002,0.315567052528529,-55.148,-41.24559,1.86213570311666,6,-0.500908346565289,-0.525,"KRA_6_-0.525g","KRA_6_-0.525g",6,118
"1736","JR161",157,2006,"ELN","Crustacea indet",1,0.049,7.63577286727921,-57.4469,-42.62638,-0.918442314863205,5,0.882853001445779,0.875,"ELN_5_0.875g","ELN_5_0.875g",8,40
"1738","JR161",283,2006,"LAC","Amphipoda indet",2,0.0095,1.46552348884403,-49.99484,-37.98122,3.3937009960413,8,0.165992783534331,0.175,"LAC_8_0.175g","LAC_8_0.175g",9,136
"1739","JR161",142,2006,"GYR","Thysanoessa spp",1,0.045,6.94179673083606,-59.66625,-44.05962,-1.60779440626502,4,0.841471892543588,0.825,"GYR_4_0.825g","GYR_4_0.825g",7,90
"1743","JR161",136,2006,"ELN","Euphausia frigida",1,0.02,3.01764679026143,-59.5633,-44.26847,-1.54875940158963,4,0.479668405082554,0.475,"ELN_4_0.475g","ELN_4_0.475g",12,37
"1744","JR161",273,2006,"KRA","Rhincalanus gigas",5,0.0038,0.573307735657736,-49.96331,-37.96272,3.48906523436308,8,-0.241612198237878,-0.225,"KRA_8_-0.225g","KRA_8_-0.225g",17,127
"1746","JR161",275,2006,"PRM","Rhincalanus gigas",3,0.00233,0.350451132549157,-50.10324,-38.12951,3.62510454207659,8,-0.455372532173361,-0.475,"PRM_8_-0.475g","PRM_8_-0.475g",8,154
"1747","JR161",91,2006,"ELN","Metridia spp",1,0.009,1.34562396055413,-60.64292,-48.72767,-1.8521866299212,2,0.128923711690904,0.125,"ELN_2_0.125g","ELN_2_0.125g",6,28
"1748","JR161",214,2006,"ELC","Amphipoda indet",2,0.05,7.39851104143699,-55.24562,-41.15184,1.6879360511899,6,0.869144326277936,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"1749","JR161",136,2006,"ELN","Thysanoessa spp",1,0.008,1.17739678910019,-59.5633,-44.26847,-1.54875940158963,4,0.0709228471055264,0.075,"ELN_4_0.075g","ELN_4_0.075g",7,33
"1752","JR161",275,2006,"PRM","Thysanoessa spp",1,0.016,2.33346666305116,-50.10324,-38.12951,3.62510454207659,8,0.368001600740205,0.375,"PRM_8_0.375g","PRM_8_0.375g",9,158
"1754","JR161",157,2006,"KRA","Calanus propinquus",1,0.016,2.3227716965597,-57.4469,-42.62638,-0.918442314863205,5,0.366006525427917,0.375,"KRA_5_0.375g","KRA_5_0.375g",6,113
"1756","JR161",73,2006,"ELN","Euphausiid indet",1,0.064,9.20587430191939,-60.53885,-48.74578,-1.85645922124386,2,0.964065040690969,0.975,"ELN_2_0.975g","ELN_2_0.975g",6,29
"1763","JR161",267,2006,"KRA","Thysanoessa spp",9,0.0217,3.06960866985248,-52.8061,-40.00328,1.53429366722703,7,0.487083012820366,0.475,"KRA_7_0.475g","KRA_7_0.475g",8,125
"1764","JR161",275,2006,"GYR","Euphausia frigida",1,0.069,9.6963926412231,-50.10324,-38.12951,3.62510454207659,8,0.986610193297458,0.975,"GYR_8_0.975g","GYR_8_0.975g",9,106
"1765","JR161",214,2006,"ELC","Thysanoessa spp",1,0.046,6.39984528434173,-55.24562,-41.15184,1.6879360511899,6,0.806169475082508,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"1767","JR161",218,2006,"KRA","Rhincalanus gigas",2,0.003,0.413569976796644,-55.31128,-41.37365,1.44347058311105,6,-0.383450996473147,-0.375,"KRA_6_-0.375g","KRA_6_-0.375g",15,116
"1769","JR161",214,2006,"ELC","Euphausia frigida",1,0.047,6.39984528434173,-55.24562,-41.15184,1.6879360511899,6,0.806169475082508,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"1770","JR161",214,2006,"ELC","Rhincalanus gigas",1,0.0458,6.1648293805574,-55.24562,-41.15184,1.6879360511899,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"1772","JR161",199,2006,"KRA","Euphausiid indet",1,0.019,2.55635108379839,-55.20644,-41.25129,1.8019776172936,6,0.407620498659147,0.425,"KRA_6_0.425g","KRA_6_0.425g",11,122
"1774","JR161",267,2006,"LAC","Paraeuchaeta spp",1,0.012,1.58130262144211,-52.8061,-40.00328,1.53429366722703,7,0.199014990897245,0.175,"LAC_7_0.175g","LAC_7_0.175g",10,135
"1775","JR161",283,2006,"KRA","Rhincalanus gigas",22,0.00436,0.573307735657736,-49.99484,-37.98122,3.3937009960413,8,-0.241612198237878,-0.225,"KRA_8_-0.225g","KRA_8_-0.225g",17,127
"1778","JR161",199,2006,"KRA","Thysanoessa spp",12,0.0198,2.55635108379839,-55.20644,-41.25129,1.8019776172936,6,0.407620498659147,0.425,"KRA_6_0.425g","KRA_6_0.425g",11,122
"1779","JR161",134,2006,"ELN","Euphausia superba",1,0.019,2.44326477179743,-59.65979,-44.04981,-1.60779440626502,4,0.387970533162466,0.375,"ELN_4_0.375g","ELN_4_0.375g",10,36
"1780","JR161",217,2006,"KRA","Thysanoessa spp",8,0.0181,2.3227716965597,-55.148,-41.24559,1.86213570311666,6,0.366006525427917,0.375,"KRA_6_0.375g","KRA_6_0.375g",10,121
"1781","JR161",142,2006,"GYR","Cyphocaris richardi",1,0.111,14.1676789302252,-59.66625,-44.05962,-1.60779440626502,4,1.15129870625574,1.175,"GYR_4_1.175g","GYR_4_1.175g",8,92
